time,open,high,low,close,EMA,EMA,S1,R1,RSI Cloud Lead,RSI Cloud Base,RSI Overbought ,Signal RSI Overbought,RSI Oversold,Signal RSI Oversold,Baseline,Cloud Flip Bullish,Cloud Flip Bearish,RSI
1760371200,24893.25,24905.75,24879,24902.5,24850.972190820776,24859.881493789024,25388,24157.75,59.63032735942906,52.07511417522812,70,75,30,25,50,,,57.557885040545465
1760372100,24902.25,24931.5,24866.5,24908.75,24858.67589871134,24869.65519503122,25388,24157.75,61.458879582128255,52.89310640353728,70,75,30,25,50,,,58.21005588754679
1760373000,24909.25,24927.75,24887.75,24900.75,24864.28577888316,24875.874156024976,25388,24157.75,61.041627986646304,53.441045268839645,70,75,30,25,50,,,57.002647893304996
1760373900,24901,24956.25,24888.5,24948,24875.447675032072,24890.299324819982,25388,24157.75,65.25833885460949,54.58413469636768,70,75,30,25,50,,,62.01421597529987
1760374800,24948,24958.5,24906.5,24915.75,24880.82131836113,24895.389459855985,25388,24157.75,62.093022447985454,54.922319846108344,70,75,30,25,50,,,57.12052331942268
1760375700,24915.5,24930.5,24892.25,24903.75,24883.878475912978,24897.06156788479,25388,24157.75,58.68863450766864,54.98196454563295,70,75,30,25,50,,,55.36965509254288
1760376600,24904,24911,24888.5,24893.5,24885.161345791246,24896.349254307832,25388,24157.75,55.38213041578672,54.83120409164713,70,75,30,25,50,,,53.851261140739304
1760377500,24894,24927.5,24890,24926.75,24890.706499685748,24902.429403446265,25388,24157.75,58.04429445029753,55.23848328275547,70,75,30,25,50,,,57.88579802495968
1760378400,24926.25,24937.75,24920.5,24927,24895.54563306098,24907.34352275701,25388,24157.75,59.40636471474868,55.59543074308009,70,75,30,25,50,,,57.915589235190104
1760379300,24927.5,24953.5,24926.25,24950.75,24902.906215319515,24916.02481820561,25388,24157.75,63.00625638873174,56.28347409884909,70,75,30,25,50,,,60.755755911347634
1760380200,24950.75,24965,24906,24921,24905.31871994358,24917.01985456449,25388,24157.75,58.857705050383444,56.20382573794056,70,75,30,25,50,,,55.68611139203515
1760381100,24921.25,24927,24889.5,24901.25,24904.776223951103,24913.86588365159,25388,24157.75,53.45907275421432,55.71679783731722,70,75,30,25,50,,,52.551116483265524
1760382000,24901.75,24919,24882.5,24905,24904.806060757623,24912.09270692127,25388,24157.75,51.44055710322165,55.366707012362724,70,75,30,25,50,,,53.09111665015849
1760382900,24905,24948.75,24901.75,24914.5,24906.09858598994,24912.574165537015,25388,24157.75,52.24979685800876,55.25164231856669,70,75,30,25,50,,,54.50372180889247
1760383800,24914.5,24943.25,24908,24938.25,24910.385441191283,24917.70933242961,25388,24157.75,56.72353627008577,55.60685412403731,70,75,30,25,50,,,57.91573085959635
1760384700,24938.25,24948.25,24902.5,24920.75,24911.76738236578,24918.317465943688,25388,24157.75,54.99153457808896,55.48097037824105,70,75,30,25,50,,,54.662726030565295
1760385600,24920.75,24927.25,24898.5,24915.25,24912.231731383676,24917.70397275495,25388,24157.75,52.91653717745979,55.23589935250298,70,75,30,25,50,,,53.642937685205574
1760386500,24915.25,24920.75,24907.25,24915.75,24912.700833865852,24917.31317820396,25388,24157.75,51.99682453905149,55.03477313974714,70,75,30,25,50,,,53.727452756834126
1760387400,24915.75,24916.25,24904.5,24905.25,24911.707389350406,24914.90054256317,25388,24157.75,48.8536208376442,54.576795852486825,70,75,30,25,50,,,51.599943485294816
1760388300,24905.5,24908.25,24900,24905,24910.813070770353,24912.920434050535,24965,24482,47.215507362531184,54.172903771799774,70,75,30,25,50,,,51.54760524733394
1760392800,24905,24922,24903.75,24921,24912.17132800097,24914.536347240428,24965,24482,51.253746103987304,54.24498945824806,70,75,30,25,50,,,54.713546420161876
1760393700,24921.25,24928.75,24897.5,24898,24910.28181760084,24911.22907779234,24965,24482,46.90342734865783,53.637323102232436,70,75,30,25,50,,,49.68749178813091
1760394600,24897.75,24922.5,24897.75,24921.75,24911.810908587395,24913.33326223387,24965,24482,50.96860297558305,53.73244277019274,70,75,30,25,50,,,54.35072061193474
1760395500,24922.5,24931.25,24917.75,24931.25,24914.40278744241,24916.9166097871,24965,24482,55.07083160644565,54.04856203767433,70,75,30,25,50,,,56.103337276304664
1760396400,24931.25,24934,24910,24910.25,24913.849082450088,24915.58328782968,24965,24482,51.44565144936625,53.6960942931488,70,75,30,25,50,,,51.405053953732875
1760397300,24910,24927.5,24907.25,24921,24914.80253812341,24916.666630263742,24965,24482,52.31510572678791,53.67654815389704,70,75,30,25,50,,,53.54949824876056
1760398200,24920.25,24922,24900.5,24905.5,24913.562199706957,24914.433304210994,24965,24482,48.82925602767817,53.20173820047407,70,75,30,25,50,,,50.11547350322477
1760399100,24905.5,24913.25,24898.75,24912,24913.353906412696,24913.946643368796,24965,24482,48.92493219423109,52.97744234704523,70,75,30,25,50,,,51.51951929975782
1760400000,24912.25,24951.5,24904.5,24944,24917.440052224338,24919.957314695035,24965,24482,56.077188652178975,53.622392654439615,70,75,30,25,50,,,57.8145696525031
1760400900,24944.25,24999.25,24943,24998,24928.181378594425,24935.56585175603,24965,24482,66.16735705318484,55.255223494720774,70,75,30,25,50,,,65.8686239565483
1760401800,24998.25,25044.5,24995.5,25015.25,24939.79052811517,24951.502681404825,24965,24482,72.59713783545199,56.95082095856364,70,75,30,25,50,,,67.97220447354228
1760402700,25015,25015.25,24991,25007.25,24948.78512436648,24962.65214512386,24965,24482,73.46632708788604,58.14969728314285,70,75,30,25,50,,,65.94239339290772
1760403600,25006.75,25007.75,24967.5,24992.5,24954.61377445095,24968.621716099085,24965,24482,69.69219359761621,58.69657296851758,70,75,30,25,50,,,62.25126492345331
1760404500,24992.5,25002.5,24978.5,24993.75,24959.83193785749,24973.64737287927,24965,24482,67.99379926597437,59.196113354626725,70,75,30,25,50,,,62.443125864336174
1760405400,24993.75,25012.75,24982.75,25004.25,24965.754346143156,24979.767898303417,24965,24482,68.79414103071451,59.84916548833097,70,75,30,25,50,,,64.09400435740852
1760406300,25003.75,25007.75,24995.25,25005.75,24971.087099990735,24984.964318642735,24965,24482,69.43834393889995,60.44730214709175,70,75,30,25,50,,,64.3351904290368
1760407200,25005.25,25021.25,24997.25,25009.75,24976.242153325304,24989.921454914187,24965,24482,70.47193817496131,61.05568246793594,70,75,30,25,50,,,65.01015455342319
1760408100,25009.75,25018.5,24987.75,24988.5,24977.876532881928,24989.63716393135,24965,24482,62.84863225190932,60.736113579696465,70,75,30,25,50,,,58.658915806139866
1760409000,24988.25,24992.75,24976,24981.5,24978.359661831004,24988.00973114508,24965,24482,56.81527971792622,60.1971684944697,70,75,30,25,50,,,56.694025440495714
1760409900,24982,24983.5,24950.5,24954,24975.111706920205,24981.207784916063,24965,24482,46.957811157839686,58.79178433707247,70,75,30,25,50,,,49.65678731399049
1760410800,24953.75,24958.25,24920.25,24925.5,24968.496812664176,24970.06622793285,24965,24482,37.471100866719,56.768160554962044,70,75,30,25,50,,,43.61460597124425
1760411700,24925.5,24929.75,24907.75,24925,24962.697237642285,24961.05298234628,24965,24482,32.657728763345645,55.001015041359985,70,75,30,25,50,,,43.51456920294659
1760412600,24924.75,24929.25,24910.25,24926,24957.804272623314,24954.042385877023,24965,24482,30.6674257440799,53.50651241934583,70,75,30,25,50,,,43.79224537625382
1760413500,24925.25,24928.25,24904,24911.75,24951.663702940205,24945.583908701617,24965,24482,27.363986804362685,51.80168480016157,70,75,30,25,50,,,40.720305275463865
1760414400,24911.5,24916.75,24834,24837.75,24936.475209214845,24924.017126961295,24965,24482,19.77227886697962,48.79436858752839,70,75,30,25,50,,,29.246813205412735
1760415300,24837.5,24839.25,24769.25,24784,24916.14518131953,24896.013701569034,24965,24482,14.179876066442347,45.48377226091034,70,75,30,25,50,,,23.96489613789302
1760416200,24784.5,24805.5,24750,24794.5,24899.92582381026,24875.710961255227,24965,24482,14.262908579421591,42.985668151240525,70,75,30,25,50,,,26.74799143838672
1760417100,24793.5,24808.5,24762.25,24806,24887.402380635558,24861.768769004182,24965,24482,17.494880194465274,41.224856685089996,70,75,30,25,50,,,29.779582155111555
1760418000,24806.25,24812.75,24785.75,24798.75,24875.582063217484,24849.165015203347,24965,24482,18.572524377774666,39.59030285351941,70,75,30,25,50,,,28.96570294831062
1760418900,24798.75,24814.75,24790,24790.75,24864.271121455153,24837.482012162676,24965,24482,18.49549386488995,38.052205171718,70,75,30,25,50,,,28.05457024000883
1760419800,24791.25,24797.25,24668,24678,24839.4349719278,24805.58560973014,24965,24482,13.782848118970655,35.5104147562964,70,75,30,25,50,,,18.98877705605598
1760420700,24678.25,24715.75,24651.25,24706.25,24821.676975670758,24785.718487784114,24965,24482,17.30037854718586,34.17382406770956,70,75,30,25,50,,,25.485984591895132
1760421600,24706,24749,24690,24748.25,24811.88671224799,24778.22479022729,24965,24482,26.306969551207636,34.14604044910325,70,75,30,25,50,,,33.965446928162265
1760422500,24748.75,24749.5,24691.25,24711.75,24798.535150614924,24764.92983218183,24965,24482,28.046056323048607,33.68606580703132,70,75,30,25,50,,,30.69623063356373
1760423400,24711.75,24731.25,24665.25,24675.25,24782.097130532933,24746.993865745466,24965,24482,26.615632388187414,32.903022882078815,70,75,30,25,50,,,27.813243869887515
1760424300,24675.25,24710.25,24674.5,24685.75,24769.250846461877,24734.74509259637,24965,24482,27.743764576170445,32.496517256234,70,75,30,25,50,,,29.85423068824268
1760425200,24686,24700.75,24628,24678,24757.084066933625,24723.396074077096,24965,24482,27.720199080138386,32.05671961954266,70,75,30,25,50,,,29.19803498104895
1760426100,24677.75,24725.75,24676.5,24706.25,24750.306191342475,24719.966859261676,24965,24482,33.04315270311352,32.42540356814906,70,75,30,25,50,,,34.82184923409061
1760427000,24706,24718,24598.25,24652.5,24737.265365830146,24706.47348740934,24965,24482,30.971430959488842,32.0950495160424,70,75,30,25,50,,,29.947748177349112
1760427900,24651.75,24670.25,24617.25,24647.5,24725.296650386128,24694.67878992747,24965,24482,29.558725472164568,31.753525477844242,70,75,30,25,50,,,29.53361922955621
1760428800,24647,24661.75,24586,24645.5,24714.657097001313,24684.84303194198,24965,24482,28.683157684131686,31.434219932321575,70,75,30,25,50,,,29.358733886424247
1760429700,24645.75,24664.25,24630.25,24659.75,24707.33615073447,24679.824425553583,24965,24482,31.525361070126394,31.56684881835376,70,75,30,25,50,,,32.428936577562936
1760430600,24660,24690.75,24660,24678,24703.424663969876,24679.459540442866,24965,24482,36.86932765073729,32.191310154007034,70,75,30,25,50,,,36.25030883575332
1760431500,24678.5,24697,24637.75,24691.5,24701.83470877389,24681.867632354293,24965,24482,42.24333971455563,33.09894172463417,70,75,30,25,50,,,38.99854693371055
1760432400,24692,24713,24681.25,24682.25,24699.223414270706,24681.944105883435,24965,24482,43.27430089182516,33.72524738698451,70,75,30,25,50,,,37.79623419226174
1760433300,24682,24692.5,24662,24670,24695.32695903461,24679.55528470675,24965,24482,41.640109283266256,34.05579564368764,70,75,30,25,50,,,36.20435931225796
1760434200,24669.75,24682.75,24645.25,24664,24691.150031163328,24676.444227765398,24965,24482,39.77210458184464,34.23736070113595,70,75,30,25,50,,,35.41753357454998
1760435100,24663.75,24672,24628.5,24639.25,24684.230027008216,24669.00538221232,24965,24482,35.01335268889906,33.97894318356815,70,75,30,25,50,,,32.29922931937746
1760436000,24638.75,24643.25,24600,24622.25,24675.96602340712,24659.654305769855,24965,24482,30.528129894572864,33.49165867712197,70,75,30,25,50,,,30.324309385221824
1760436900,24622.75,24622.75,24575.5,24578.25,24662.93722028617,24643.373444615885,24965,24482,24.43181272784469,32.48059665547048,70,75,30,25,50,,,25.908693514735802
1760437800,24577.5,24579.75,24525.75,24530.25,24645.24559091468,24620.748755692708,24965,24482,18.875298860454983,31.09971060760379,70,75,30,25,50,,,22.123951296470324
1760438700,24530.25,24558.75,24502.5,24558.25,24633.646178792722,24608.249004554167,24965,24482,22.900432986282834,30.775722061075484,70,75,30,25,50,,,28.669796508641497
1760439600,24559,24604.5,24546,24597.25,24628.793354953694,24606.049203643335,24965,24482,32.33885310709169,31.559798736733658,70,75,30,25,50,,,36.656297128511774
1760440500,24597.75,24636,24594.75,24617.25,24627.25424095987,24608.289362914667,24965,24482,40.21414863197752,32.731165640292936,70,75,30,25,50,,,40.34505051342826
1760441400,24617.25,24655.25,24607.75,24642.5,24629.287008831885,24615.131490331732,24965,24482,47.725758912504006,34.32990997450597,70,75,30,25,50,,,44.721748146890725
1760442300,24642.5,24665.5,24629.75,24654.5,24632.648740987635,24623.005192265387,24965,24482,53.069102814265264,35.98222880108156,70,75,30,25,50,,,46.722301173822906
1760443200,24654.25,24660.5,24606.25,24652.75,24635.32890885595,24628.95415381231,24965,24482,55.392511275185896,37.379030660504284,70,75,30,25,50,,,46.458242746752
1760444100,24652.75,24661.25,24627.75,24652.25,24637.585054341824,24633.613323049845,24965,24482,56.439966055203996,38.57883903068591,70,75,30,25,50,,,46.37759343686652
1760445000,24652.5,24654.5,24555.25,24574,24629.107047096248,24621.690658439875,24965,24482,44.9037746572663,38.218994855456586,70,75,30,25,50,,,35.880007716465954
1760445900,24573.5,24626,24572.75,24620.5,24627.959440816747,24621.4525267519,24965,24482,46.64301665860916,38.9888529794013,70,75,30,25,50,,,43.99293078504197
1760446800,24620.25,24656.5,24618.25,24646,24630.364848707846,24626.362021401517,24965,24482,50.76458996447881,40.17527059726312,70,75,30,25,50,,,47.88698511336498
1760447700,24645.75,24647.25,24604.75,24638.25,24631.416202213466,24628.739617121213,24965,24482,51.651738125921106,41.061433461755115,70,75,30,25,50,,,46.82149208095306
1760448600,24638.5,24642,24430.25,24452.5,24607.560708585002,24593.49169369697,24965,24482,37.789111998094896,39.5520419652157,70,75,30,25,50,,,29.740997237709507
1760449500,24452.75,24588.25,24423.25,24575.75,24603.31928077367,24589.943354957577,24965,24482,42.137848315609645,40.180930467683105,70,75,30,25,50,,,44.26870573372125
1760450400,24575.25,24634,24554.5,24625,24606.21004333718,24596.95468396606,24965,24482,47.56209853314641,41.333145884412815,70,75,30,25,50,,,48.82254609315593
1760451300,24625,24725,24602.25,24721.75,24621.615370892225,24621.91374717285,24965,24482,55.392962733924335,43.3374531423568,70,75,30,25,50,,,56.36545031899272
1760452200,24721,24737,24680.5,24719.5,24634.66665477326,24641.43099773828,24965,24482,59.12272565231307,45.04688008959683,70,75,30,25,50,,,56.15815524665703
1760453100,24719.5,24744.5,24670.5,24690,24642.044434136824,24651.144798190624,24965,24482,58.39698179518068,46.15875464320263,70,75,30,25,50,,,53.38593924164031
1760454000,24689.75,24768.75,24689.5,24716,24651.905176251916,24664.115838552498,24965,24482,59.687900950843854,47.40055524897267,70,75,30,25,50,,,55.47225918647796
1760454900,24716.5,24731.25,24684.25,24704,24658.85115275166,24672.092670841997,24965,24482,59.102299512520204,48.3158233080023,70,75,30,25,50,,,54.26506569169487
1760455800,24704,24787.5,24702,24777.25,24674.637665718106,24693.1241366736,24965,24482,63.44167532616119,49.87224204629833,70,75,30,25,50,,,59.98896384522255
1760456700,24777.25,24838.25,24776.25,24805.25,24692.05264362236,24715.54930933888,24965,24482,67.0704712967918,51.48252275025614,70,75,30,25,50,,,61.949347325981854
1760457600,24804.75,24815.75,24762.5,24795.25,24705.812291139377,24731.489447471104,24965,24482,67.59931191785043,52.72532326929962,70,75,30,25,50,,,60.803526643082265
1760458500,24795.5,24877.75,24790,24870.25,24727.73731898746,24759.241557976882,24965,24482,71.71059815747054,54.481688907926674,70,75,30,25,50,,,65.8980655590025
1760459400,24870.25,24917.5,24868.5,24912,24752.3056764558,24789.793246381505,24965,24482,75.4046266084784,56.33254984267902,70,75,30,25,50,,,68.36314591856926
1760460300,24911.75,24947.25,24890.25,24892,24770.931586261693,24810.234597105205,24965,24482,74.46696671474606,57.60893402291104,70,75,30,25,50,,,65.90543119441918
1760461200,24892,24931.5,24858,24913,24789.8740414268,24830.787677684166,24965,24482,75.04907192142714,58.89271680228007,70,75,30,25,50,,,67.23730486817877
1760462100,24913.25,24939,24896,24927,24808.15750256989,24850.030142147334,24965,24482,76.04884499343804,60.124501320780396,70,75,30,25,50,,,68.1311006910325
1760463000,24927,24935.5,24880.25,24917,24822.669835560573,24863.42411371787,24965,24482,74.76771776055418,61.00533256469617,70,75,30,25,50,,,66.73073565014866
1760463900,24917.75,24934.25,24893.25,24900,24832.980524152495,24870.739290974296,24965,24482,71.04107980477292,61.446054715010305,70,75,30,25,50,,,64.3107486920522
1760464800,24900.25,24918.75,24882,24903,24842.316454265496,24877.191432779437,24965,24482,69.45555788826228,61.86058538657588,70,75,30,25,50,,,64.55503475175209
1760465700,24903.5,24925.25,24888,24915.5,24852.074260363428,24884.853146223548,24965,24482,69.88892972169491,62.360673575614385,70,75,30,25,50,,,65.61124680436468
1760466600,24915.75,24928.25,24881.25,24895.5,24857.86435898164,24886.98251697884,24965,24482,65.7208919022291,62.366842407447706,70,75,30,25,50,,,62.40693981436431
1760467500,24895.25,24921,24890.75,24899.25,24863.38244445075,24889.436013583072,24965,24482,64.14734619589173,62.42113576399068,70,75,30,25,50,,,62.77404258151999
1760468400,24899.25,24921.25,24891.75,24895.75,24867.698118523986,24890.69881086646,24965,24482,62.48133733346248,62.386836112061104,70,75,30,25,50,,,62.163888374518876
1760469300,24896.25,24927.25,24895.25,24901.5,24872.20503605412,24892.859048693168,24965,24482,62.64969610611147,62.442397035526675,70,75,30,25,50,,,62.80354303805287
1760470200,24901.25,24902.75,24698.75,24717.5,24851.577697913574,24857.787238954534,24965,24482,42.12536302926574,59.40789956457081,70,75,30,25,50,,,39.683666003357686
1760471100,24717.5,24776,24686,24757,24838.967338191764,24837.62979116363,24965,24482,37.395707669641105,57.40876508452927,70,75,30,25,50,,,44.41439096425925
1760472000,24757.25,24790,24701,24730,24824.438359766194,24816.1038329309,24965,24482,33.378532005913556,55.35293865425684,70,75,30,25,50,,,41.99006685748603
1760472900,24730,24730.5,24696.75,24718.5,24810.313245130703,24796.58306634472,24965,24482,30.66725938316076,53.43447113311489,70,75,30,25,50,,,40.964432245692215
1760473800,24718,24738,24715.25,24737.5,24800.60481244661,24784.766453075776,24965,24482,32.35431904156505,52.09964034802183,70,75,30,25,50,,,43.42324024491692
1760474700,24738,24763,24730.25,24755.75,24794.62417078706,24778.96316246062,25044.5,24423.25,36.049594277061416,51.254362149316435,70,75,30,25,50,,,45.76005385773138
1760479200,24752.5,24816,24752.5,24774,24791.874281348788,24777.970529968494,25044.5,24423.25,40.65805780592201,50.829771807800036,70,75,30,25,50,,,48.06993458794342
1760480100,24774.5,24785.25,24747.75,24776.75,24789.85771050228,24777.726423974796,25044.5,24423.25,43.39617392859178,50.50931515465385,70,75,30,25,50,,,48.42634690920364
1760481000,24776.25,24783.75,24758,24777.75,24788.243349101976,24777.731139179836,25044.5,24423.25,44.94517545826627,50.25001866208445,70,75,30,25,50,,,48.56459146038334
1760481900,24777.5,24781.5,24769.5,24778.75,24786.97756922171,24777.93491134387,25044.5,24423.25,45.92659478851121,50.045035340301034,70,75,30,25,50,,,48.71264374870881
1760482800,24779,24803.75,24766.5,24801,24788.847226658818,24782.547929075095,25044.5,24423.25,50.855876642010486,50.30859854978928,70,75,30,25,50,,,52.021759411462895
1760483700,24801.25,24818.5,24787.25,24791.75,24789.23426310431,24784.388343260078,25044.5,24423.25,51.22820298960059,50.34228040775186,70,75,30,25,50,,,50.561212484508616
1760484600,24792.25,24802.25,24786.5,24791.25,24789.503028023737,24785.760674608064,25044.5,24423.25,51.29289088247249,50.36047140809692,70,75,30,25,50,,,50.47871291033982
1760485500,24791.25,24800,24770.75,24773,24787.30262428724,24783.20853968645,25044.5,24423.25,47.0366143174072,49.97057800169684,70,75,30,25,50,,,47.43627086009636
1760486400,24772.5,24782.75,24740.5,24747.75,24782.028941048942,24776.11683174916,25044.5,24423.25,40.366525843660256,49.11147808399222,70,75,30,25,50,,,43.52732861891214
1760487300,24747.75,24772.25,24740.75,24770.75,24780.525082242417,24775.04346539933,25044.5,24423.25,43.135005948269225,48.93006626391676,70,75,30,25,50,,,47.75088943342627
1760488200,24770.75,24785,24755.25,24781.5,24780.65507127676,24776.334772319464,25044.5,24423.25,46.98694903766749,49.02558306363546,70,75,30,25,50,,,49.646442261807
1760489100,24781.25,24800,24778.5,24797.5,24782.90106177319,24780.56781785557,25044.5,24423.25,52.27445279435356,49.47732036290781,70,75,30,25,50,,,52.413612808178094
1760490000,24797.25,24798.5,24763.25,24785.25,24783.214253536764,24781.504254284457,25044.5,24423.25,51.78519664022403,49.56589500668656,70,75,30,25,50,,,50.141630191248446
1760490900,24785.75,24815,24783.25,24806.25,24786.28568639853,24786.453403427564,25044.5,24423.25,55.894442912233146,50.135233794402616,70,75,30,25,50,,,53.835935914556956
1760491800,24806.25,24811.25,24792.25,24803.5,24788.580928212057,24789.86272274205,25044.5,24423.25,57.15135565626925,50.55442906896658,70,75,30,25,50,,,53.27919835363231
1760492700,24803.5,24804.25,24792.5,24801,24790.23680445045,24792.09017819364,25044.5,24423.25,56.97883867127261,50.84652970462163,70,75,30,25,50,,,52.74518383637946
1760493600,24801.5,24829.25,24800,24824.5,24794.805230523725,24798.572142554913,25044.5,24423.25,61.8864228326698,51.680077436385154,70,75,30,25,50,,,57.098137692848084
1760494500,24825,24855.75,24824.25,24845.5,24801.564533120563,24807.95771404393,25044.5,24423.25,67.56524029400285,52.86828718581976,70,75,30,25,50,,,60.59165055714472
1760495400,24845.25,24850.5,24817.5,24823.75,24804.522595371156,24811.116171235142,25044.5,24423.25,63.443025953264055,53.225391570594276,70,75,30,25,50,,,55.54657007162863
1760496300,24823.5,24824.75,24807,24812.5,24805.58624932167,24811.392936988115,25044.5,24423.25,58.32965095405144,53.206605607011795,70,75,30,25,50,,,53.08449684372567
1760497200,24812.5,24819.25,24805.25,24812.75,24806.54141607878,24811.664349590494,25044.5,24423.25,55.83520601940771,53.19695286693077,70,75,30,25,50,,,53.13421005640412
1760498100,24812,24829,24788.5,24828.5,24809.469227268277,24815.031479672394,25044.5,24423.25,58.404273805866396,53.6076935900419,70,75,30,25,50,,,56.27750829026423
1760499000,24828.5,24830.5,24806.75,24808.5,24809.33999696584,24813.725183737915,25044.5,24423.25,53.74179927418537,53.33325448767536,70,75,30,25,50,,,51.549400322292875
1760499900,24807.75,24819,24796.25,24809,24809.29466403706,24812.78014699033,25044.5,24423.25,51.554599512193505,53.10998647187745,70,75,30,25,50,,,51.65874436919103
1760500800,24809,24819.75,24802.25,24818.5,24810.522042165452,24813.924117592265,25044.5,24423.25,53.28200265652863,53.200989567411554,70,75,30,25,50,,,53.79250968838322
1760501700,24819,24842.75,24815.75,24834,24813.65243654339,24817.93929407381,25044.5,24423.25,58.082187528618206,53.72329632881707,70,75,30,25,50,,,57.118290277952916
1760502600,24834,24841.5,24830.75,24840.25,24817.198778337606,24822.40143525905,25044.5,24423.25,61.89386105116994,54.34924645744959,70,75,30,25,50,,,58.417922293560935
1760503500,24840.75,24847.75,24837,24844,24820.77227455926,24826.721148207238,25044.5,24423.25,64.66649913373209,54.99822599410061,70,75,30,25,50,,,59.216592982332216
1760504400,24844.25,24896.5,24844.25,24894,24830.53597128469,24840.17691856579,25044.5,24423.25,73.21940776894539,56.73618574129286,70,75,30,25,50,,,68.03292409804246
1760505300,24894,24919.25,24890,24896.25,24839.297841780066,24851.39153485263,25044.5,24423.25,77.70172824027685,58.28660682696049,70,75,30,25,50,,,68.36434388380007
1760506200,24895.5,24897.25,24879,24891.5,24846.258129542723,24859.413227882105,25044.5,24423.25,77.77725249987387,59.42040054607672,70,75,30,25,50,,,66.79005972033222
1760507100,24891.5,24895.25,24875.25,24885.25,24851.457045603693,24864.580582305683,25044.5,24423.25,74.90148949061997,60.12161783743748,70,75,30,25,50,,,64.67953023128243
1760508000,24885.5,24891.5,24871.5,24890,24856.596106189867,24869.664465844548,25044.5,24423.25,74.33408685231844,60.84806764956844,70,75,30,25,50,,,65.56999142841966
1760508900,24889.75,24895.5,24868.25,24891.25,24861.216625364552,24873.98157267564,25044.5,24423.25,74.29630675529305,61.5102241730539,70,75,30,25,50,,,65.81424157570936
1760509800,24891,24908.5,24881.75,24899.5,24866.321075315944,24879.085258140512,25044.5,24423.25,75.90110318970083,62.302892581408585,70,75,30,25,50,,,67.45523723571407
1760510700,24899.5,24906.25,24886.5,24901.75,24871.044931940483,24883.61820651241,25044.5,24423.25,77.1375327467413,63.05019934205544,70,75,30,25,50,,,67.90769328626004
1760511600,24902,24923.5,24889.75,24907.25,24875.872274348418,24888.344565209925,25044.5,24423.25,78.82778981041686,63.84893906991851,70,75,30,25,50,,,69.04074730102843
1760512500,24907.75,24926.5,24887.5,24889.75,24877.722637768627,24888.62565216794,25044.5,24423.25,68.8422894598749,63.5477061927898,70,75,30,25,50,,,61.589692491453214
1760513400,24889,24901.5,24882,24888.25,24879.126286066145,24888.550521734353,25044.5,24423.25,63.078586368686594,63.205636421269425,70,75,30,25,50,,,60.982182906386974
1760514300,24888,24905.5,24876.5,24899.75,24881.876114590657,24890.79041738748,25044.5,24423.25,64.2483889297294,63.300950073716,70,75,30,25,50,,,63.92048881461874
1760515200,24900,24927,24897.75,24919.25,24886.859299311902,24896.482333909986,25044.5,24423.25,69.5540327069142,63.96511866769851,70,75,30,25,50,,,68.28221452858483
1760516100,24919.5,24934.75,24908,24926,24892.078059403648,24902.38586712799,25044.5,24423.25,73.45517384111406,64.72309973551043,70,75,30,25,50,,,69.64997667628788
1760517000,24926.5,24931,24908.25,24926.5,24896.66765148316,24907.208693702392,25044.5,24423.25,75.50208374186283,65.39388948869832,70,75,30,25,50,,,69.75402288441961
1760517900,24926.5,24930.25,24915.25,24929,24900.978631285405,24911.566954961912,25044.5,24423.25,77.05638660316976,66.04833506985494,70,75,30,25,50,,,70.30223134737295
1760518800,24929.5,24989,24925,24987.25,24912.48148044735,24926.70356396953,25044.5,24423.25,83.84881217748048,67.85340118605896,70,75,30,25,50,,,79.58633094138509
1760519700,24987,24991,24944.5,24947.75,24917.183949721035,24930.912851175624,25044.5,24423.25,73.28867704493013,67.44548103809775,70,75,30,25,50,,,64.79400007634987
1760520600,24947,24973,24943.25,24956.5,24922.42608975823,24936.0302809405,25044.5,24423.25,69.38240806583835,67.2912502707788,70,75,30,25,50,,,66.28875028320562
1760521500,24956,24977.75,24951.75,24971.75,24929.0026111238,24943.1742247524,25044.5,24423.25,69.6794505776971,67.48933543211629,70,75,30,25,50,,,68.77688898081001
1760522400,24972,24975.75,24956.5,24961,24933.268929640628,24946.739379801922,25044.5,24423.25,66.44025507328524,67.17445874562722,70,75,30,25,50,,,65.12776028344821
1760523300,24960.5,24967.75,24950,24966.25,24937.666405688546,24950.641503841536,25044.5,24423.25,65.78263832324315,67.02779131244496,70,75,30,25,50,,,66.07445299676031
1760524200,24966.5,24968.5,24949.25,24961.75,24940.87755159674,24952.86320307323,25044.5,24423.25,63.83594932516302,66.68530693511443,70,75,30,25,50,,,64.45915848246591
1760525100,24961.5,24980,24960.25,24965.25,24944.127211383842,24955.340562458583,25044.5,24423.25,63.68465197489721,66.48357427113847,70,75,30,25,50,,,65.1723119552947
1760526000,24965.25,24970.75,24952.25,24957.75,24945.94358319933,24955.822449966865,25044.5,24423.25,60.51649936625296,65.9241683007302,70,75,30,25,50,,,62.288029493076536
1760526900,24957.75,24960.5,24941,24947,24946.084438772752,24954.057959973492,25044.5,24423.25,54.91801593200924,64.90828054087355,70,75,30,25,50,,,58.30501010180535
1760527800,24946.25,24966,24937.75,24964.25,24948.506513603053,24956.096367978793,25044.5,24423.25,57.38108714552608,64.58103676445599,70,75,30,25,50,,,62.45395221774188
1760528700,24964.25,24973,24958.25,24961,24950.172311789313,24957.077094383036,25044.5,24423.25,57.30640975408498,64.13262817888732,70,75,30,25,50,,,61.217972372690966
