time,open,high,low,close,EMA Fast,EMA Slow,LongSignal,ShortSignal
1768178280,25840.74203170947,25840.74203170947,25772.75,25807.375,25859.953904513077,25886.15875,,1
1768178400,25824.058515854733,25824.058515854733,25781.75,25789.5625,25853.55468592098,25882.370661764704,,1
1768178520,25806.810507927366,25815.75,25792,25803,25848.958805382706,25879.25808679354,,1
1768178640,25804.905253963683,25814.5,25804,25808.875,25845.314823075187,25876.497965742812,,1
1768178760,25806.89012698184,25813.75,25800.25,25807.3125,25841.86006643199,25873.784810223486,,1
1768178880,25807.101313490923,25812.5,25803.25,25807.875,25838.770514938173,25871.20011178335,,1
1768179000,25807.48815674546,25807.48815674546,25786.25,25796.625,25834.939104489247,25868.275597595766,,1
1768179120,25802.05657837273,25802.05657837273,25786.25,25790.4375,25830.893504081134,25865.223123180247,,1
1768179240,25796.247039186364,25800.75,25784.5,25790.75,25827.24409461921,25862.302608545728,,1
1768179360,25793.49851959318,25793.49851959318,25780.25,25787.6875,25823.64804056292,25859.37652585766,,1
1768179480,25790.59300979659,25796,25785,25790.125,25820.600491420835,25856.660779745594,,1
1768179600,25790.359004898295,25797.5,25768,25781.0625,25817.006128564397,25853.6961413242,,1
1768179720,25785.710752449148,25785.710752449148,25762.25,25771.0625,25812.829435058542,25850.45560637031,,1
1768179840,25778.386626224572,25788,25773.5,25780.5625,25809.896077325946,25847.71470023814,,1
1768179960,25779.474563112286,25786.75,25778,25782.5625,25807.411206659952,25845.159711993507,,1
1768180080,25781.018531556143,25789.5,25775.75,25780.5625,25804.97041514541,25842.626487993763,,1
1768180200,25780.79051577807,25786.25,25774.5,25780.75,25802.7685592231,25840.199959052832,,1
1768180320,25780.770257889035,25787.75,25760.25,25777.4375,25800.465735657363,25837.7386861488,,1
1768180440,25779.103878944516,25784.5,25772,25776.8125,25798.315441506693,25835.34942394689,,1
1768180560,25777.958189472258,25780,25767.25,25774.875,25796.18449227881,25832.977877909758,,1
1768180680,25776.41659473613,25779.75,25762,25770.5625,25793.855220253467,25830.530216030944,,1
1768180800,25773.489547368066,25773.489547368066,25757.5,25762.9375,25791.044518412244,25827.87952128463,,1
1768180920,25768.213523684033,25768.213523684033,25756,25760.375,25788.256380374765,25825.23228515582,,1
1768181040,25764.294261842017,25764.294261842017,25752,25757.1875,25785.43193670433,25822.56386220853,,1
1768181160,25760.74088092101,25760.74088092101,25748.75,25755.125,25782.6767606403,25819.919200945453,,1
1768181280,25757.932940460505,25758.25,25750.5,25755.375,25780.194782400275,25817.388055810337,,1
1768181400,25756.653970230254,25758,25733,25747.9375,25777.26230218207,25814.66450460209,,1
