entry_time,exit_time,entry_price,exit_price,direction,contracts,pnl,costs,exit_reason
1770110700,1770119700,4915.3001953125,4938.99990234375,Short,1,-240.2370703125,3.24,opposite_signal
1770119700,1770128400,4938.99990234375,4933.6998046875,Long,1,-56.24097656250728,3.24,opposite_signal
1770128400,1770135300,4933.8998046875,4990.6,Short,1,-570.241953125,3.24,opposite_signal
1770135300,1770138300,4990.6,4964.00009765625,Long,1,-269.2390234375073,3.24,opposite_signal
1770138300,1770147300,4964.20009765625,4961.6,Short,1,22.760976562499998,3.24,opposite_signal
1770147300,1770185100,4961.6,5083.9,Long,1,1219.7599999999927,3.24,opposite_signal
1770185100,1770189900,5084.1,5109.99990234375,Short,1,-262.2390234375,3.24,opposite_signal
1770189900,1770197100,5109.99990234375,5079.9,Long,1,-304.2390234375073,3.24,opposite_signal
1770197100,1770208200,5080.1,5086.1,Short,1,-63.24,3.24,opposite_signal
1770208200,1770210300,5086.1,5052.6001953125,Long,1,-338.2380468750073,3.24,opposite_signal
1770210300,1770213000,5052.8001953125,5084.6,Short,1,-321.238046875,3.24,opposite_signal
1770213000,1770215400,5084.6,5036.6998046875,Long,1,-482.2419531250073,3.24,opposite_signal
1770215400,1770240300,5036.8998046875,4981.8001953125,Short,1,547.75609375,3.24,opposite_signal
1770240300,1770253800,4981.8001953125,4989.00009765625,Long,1,68.75902343749273,3.24,opposite_signal
1770253800,1770270600,4989.20009765625,4921.3998046875,Short,1,674.7629296875,3.24,opposite_signal
1770270600,1770282000,4921.3998046875,4904.6998046875,Long,1,-170.24000000000729,3.24,opposite_signal
1770282000,1770294900,4904.8998046875,4884.3998046875,Short,1,201.76,3.24,opposite_signal
1770294900,1770319800,4884.3998046875,4858.50009765625,Long,1,-262.2370703125073,3.24,opposite_signal
1770319800,1770337800,4858.70009765625,4751.70009765625,Short,1,1066.76,3.24,opposite_signal
1770337800,1770358800,4751.70009765625,4871.6998046875,Long,1,1196.7570703124927,3.24,opposite_signal
1770358800,1770366600,4871.8998046875,4902.49990234375,Short,1,-309.2409765625,3.24,opposite_signal
1770366600,1770369000,4902.49990234375,4862.9,Long,1,-399.2390234375073,3.24,opposite_signal
1770369000,1770376200,4863.1,4906.1,Short,1,-433.24,3.24,opposite_signal
1770376200,1770600600,4906.1,5023.79990234375,Long,1,1173.7590234374927,3.24,opposite_signal
1770600600,1770614700,5023.99990234375,5050.8998046875,Short,1,-272.2390234375,3.24,opposite_signal
1770614700,1770620700,5050.8998046875,5041.29990234375,Long,1,-99.23902343750727,3.24,opposite_signal
1770620700,1770627600,5041.49990234375,5053.99990234375,Short,1,-128.24,3.24,opposite_signal
1770627600,1770630600,5053.99990234375,5027.50009765625,Long,1,-268.2380468750073,3.24,opposite_signal
1770630600,1770639000,5027.70009765625,5037.3998046875,Short,1,-100.2370703125,3.24,opposite_signal
1770639000,1770659700,5037.3998046875,5069.6998046875,Long,1,319.7599999999927,3.24,opposite_signal
1770659700,1770665100,5069.8998046875,5098.20009765625,Short,1,-286.2429296875,3.24,opposite_signal
1770665100,1770671400,5098.20009765625,5086.6001953125,Long,1,-119.23902343750727,3.24,opposite_signal
1770671400,1770702900,5086.8001953125,5061.99990234375,Short,1,244.7629296875,3.24,opposite_signal
1770702900,1770727200,5061.99990234375,5051.6998046875,Long,1,-106.24097656250727,3.24,opposite_signal
1770727200,1770730200,5051.8998046875,5075.3998046875,Short,1,-238.24,3.24,opposite_signal
1770730200,1770734700,5075.3998046875,5053.1001953125,Long,1,-226.23609375000729,3.24,opposite_signal
1770734700,1770754500,5053.3001953125,5055.70009765625,Short,1,-27.239023437500002,3.24,opposite_signal
1770754500,1770789000,5055.70009765625,5071.29990234375,Long,1,152.75804687499271,3.24,opposite_signal
1770789000,1770792900,5071.49990234375,5088.3998046875,Short,1,-172.2390234375,3.24,opposite_signal
1770792900,1770813000,5088.3998046875,5109.29990234375,Long,1,205.76097656249271,3.24,opposite_signal
1770813000,1770830400,5109.49990234375,5112.99990234375,Short,1,-38.24,3.24,opposite_signal
1770830400,1770845400,5112.99990234375,5101.1998046875,Long,1,-121.24097656250727,3.24,opposite_signal
1770845400,1770872100,5101.3998046875,5090.49990234375,Short,1,105.7590234375,3.24,opposite_signal
1770872100,1770877500,5090.49990234375,5076.9,Long,1,-139.23902343750729,3.24,opposite_signal
1770877500,1770883500,5077.1,5093.6,Short,1,-168.24,3.24,opposite_signal
1770883500,1770891900,5093.6,5083.1001953125,Long,1,-108.23804687500727,3.24,opposite_signal
1770891900,1770902100,5083.3001953125,5091.8001953125,Short,1,-88.24,3.24,opposite_signal
1770902100,1770905700,5091.8001953125,5080.9,Long,1,-112.24195312500727,3.24,opposite_signal
1770905700,1770941100,5081.1,4962.3998046875,Short,1,1183.761953125,3.24,opposite_signal
1770941100,1770960600,4962.3998046875,4986.6001953125,Long,1,238.76390624999271,3.24,opposite_signal
1770960600,1770966900,4986.8001953125,4993.3998046875,Short,1,-69.23609375,3.24,opposite_signal
1770966900,1770980100,4993.3998046875,4970.6998046875,Long,1,-230.24000000000729,3.24,opposite_signal
1770980100,1770984900,4970.8998046875,4987.8001953125,Short,1,-172.24390625,3.24,opposite_signal
1770984900,1771012500,4987.8001953125,5046.29990234375,Long,1,581.7570703124927,3.24,opposite_signal
1771012500,1771318800,5046.49990234375,4947.8001953125,Short,1,983.7570703125,3.24,opposite_signal
1771318800,1771325400,4947.8001953125,4931.4,Long,1,-167.24195312500729,3.24,opposite_signal
1771325400,1771329900,4931.6,4956.99990234375,Short,1,-257.2390234375,3.24,opposite_signal
1771329900,1771333800,4956.99990234375,4941.4,Long,1,-159.23902343750729,3.24,opposite_signal
1771333800,1771352400,4941.6,4904.99990234375,Short,1,362.7609765625,3.24,opposite_signal
1771352400,1771371000,4904.99990234375,4886.29990234375,Long,1,-190.24000000000729,3.24,opposite_signal
1771371000,1771378200,4886.49990234375,4906.20009765625,Short,1,-200.241953125,3.24,opposite_signal
1771378200,1771403400,4906.20009765625,4944.00009765625,Long,1,374.7599999999927,3.24,opposite_signal
1771403400,1771416300,4944.20009765625,4944.70009765625,Short,1,-8.24,3.24,opposite_signal
1771416300,1771439100,4944.70009765625,5009.4,Long,1,643.7590234374927,3.24,opposite_signal
1771439100,1771472400,5009.6,4996.6,Short,1,126.76,3.24,opposite_signal
1771472400,1771493100,4996.6,5019.4,Long,1,224.75999999999271,3.24,opposite_signal
1771493100,1771512300,5019.6,5019.49990234375,Short,1,-2.2390234375,3.24,opposite_signal
1771512300,1771523100,5019.49990234375,5010.4,Long,1,-94.23902343750727,3.24,opposite_signal
1771523100,1771532700,5010.6,5014.49990234375,Short,1,-42.2390234375,3.24,opposite_signal
1771532700,1771545300,5014.49990234375,5005.50009765625,Long,1,-93.23804687500727,3.24,opposite_signal
1771545300,1771548900,5005.70009765625,5024.6,Short,1,-192.2390234375,3.24,opposite_signal
1771548900,1771551300,5024.6,5015.00009765625,Long,1,-99.23902343750727,3.24,opposite_signal
1771551300,1771563600,5015.20009765625,5023.70009765625,Short,1,-88.24,3.24,opposite_signal
1771563600,1771572000,5023.70009765625,5030.9,Long,1,68.75902343749273,3.24,opposite_signal
1771572000,1771576500,5031.1,5045.20009765625,Short,1,-144.2409765625,3.24,opposite_signal
1771576500,1771588200,5045.20009765625,5039.50009765625,Long,1,-60.24000000000728,3.24,opposite_signal
1771588200,1771593300,5039.70009765625,5048.70009765625,Short,1,-93.24,3.24,opposite_signal
1771593300,1771599600,5048.70009765625,5046.4,Long,1,-26.240976562507278,3.24,opposite_signal
1771599600,1771605000,5046.6,5088.1,Short,1,-418.24,3.24,opposite_signal
1771605000,1771624500,5088.1,5080.79990234375,Long,1,-76.24097656250727,3.24,opposite_signal
1771624500,1771801800,5080.99990234375,5168.1,Short,1,-874.2409765625,3.24,opposite_signal
1771801800,1771827900,5168.1,5174.1001953125,Long,1,56.76195312499272,3.24,opposite_signal
1771827900,1771837800,5174.3001953125,5166.8001953125,Short,1,71.76,3.24,opposite_signal
1771837800,1771852800,5166.8001953125,5169.6998046875,Long,1,25.756093749992722,3.24,opposite_signal
1771852800,1771856400,5169.8998046875,5183.8001953125,Short,1,-142.24390625,3.24,opposite_signal
1771856400,1771894500,5183.8001953125,5243.00009765625,Long,1,588.7590234374927,3.24,opposite_signal
1771894500,1771946400,5243.20009765625,5161.8001953125,Short,1,810.7590234375,3.24,opposite_signal
1771946400,1771959900,5161.8001953125,5170.50009765625,Long,1,83.75902343749273,3.24,opposite_signal
1771959900,1771964400,5170.70009765625,5182.99990234375,Short,1,-126.238046875,3.24,opposite_signal
1771964400,1771968000,5182.99990234375,5172.1998046875,Long,1,-111.24097656250727,3.24,opposite_signal
1771968000,1771979700,5172.3998046875,5170.3001953125,Short,1,17.756093749999998,3.24,opposite_signal
1771979700,1771999500,5170.3001953125,5205.79990234375,Long,1,351.7570703124927,3.24,opposite_signal
1771999500,1772020500,5205.99990234375,5199.6,Short,1,60.7590234375,3.24,opposite_signal
1772020500,1772029800,5199.6,5192.6998046875,Long,1,-72.24195312500727,3.24,opposite_signal
1772029800,1772030700,5192.8998046875,5200.1,Short,1,-75.241953125,3.24,opposite_signal
1772030700,1772050200,5200.1,5214.6001953125,Long,1,141.76195312499271,3.24,opposite_signal
1772050200,1772066400,5214.8001953125,5203.6,Short,1,108.761953125,3.24,opposite_signal
1772066400,1772089500,5203.6,5201.29990234375,Long,1,-26.240976562507278,3.24,opposite_signal
1772089500,1772109000,5201.49990234375,5199.49990234375,Short,1,16.759999999999998,3.24,opposite_signal
1772109000,1772113200,5199.49990234375,5181.1001953125,Long,1,-187.23707031250729,3.24,opposite_signal
1772113200,1772120700,5181.3001953125,5199.3001953125,Short,1,-183.24,3.24,opposite_signal
1772120700,1772141100,5199.3001953125,5203.1998046875,Long,1,35.75609374999272,3.24,opposite_signal
1772141100,1772157300,5203.3998046875,5210.3001953125,Short,1,-72.24390625,3.24,opposite_signal
1772157300,1772175300,5210.3001953125,5202.6998046875,Long,1,-79.24390625000727,3.24,opposite_signal
1772175300,1772193300,5202.8998046875,5202.1,Short,1,4.758046875,3.24,opposite_signal
1772193300,1772199900,5202.1,5230.50009765625,Long,1,280.7609765624927,3.24,opposite_signal
1772199900,1772208000,5230.70009765625,5261.99990234375,Short,1,-316.238046875,3.24,opposite_signal
1772208000,1772229300,5261.99990234375,5247.79990234375,Long,1,-145.24000000000729,3.24,opposite_signal
1772229300,1772406600,5247.99990234375,5360.3998046875,Short,1,-1127.2390234375,3.24,opposite_signal
1772406600,1772413200,5360.3998046875,5342.6001953125,Long,1,-181.23609375000729,3.24,opposite_signal
1772413200,1772422500,5342.8001953125,5376.99990234375,Short,1,-345.2370703125,3.24,opposite_signal
1772422500,1772442900,5376.99990234375,5406.6001953125,Long,1,292.7629296874927,3.24,opposite_signal
1772442900,1772457600,5406.8001953125,5421.20009765625,Short,1,-147.2390234375,3.24,opposite_signal
1772457600,1772460300,5421.20009765625,5386.50009765625,Long,1,-350.2400000000073,3.24,opposite_signal
1772460300,1772478300,5386.70009765625,5344.1,Short,1,422.7609765625,3.24,opposite_signal
1772478300,1772502300,5344.1,5365.6001953125,Long,1,211.76195312499271,3.24,opposite_signal
1772502300,1772542500,5365.8001953125,5234.6,Short,1,1308.761953125,3.24,opposite_signal
1772542500,1772543100,5234.6,5163.9,Long,1,-710.2400000000073,3.24,opposite_signal
1772543100,1772555700,5164.1,5133.6,Short,1,301.76,3.24,opposite_signal
1772555700,1772571000,5133.6,5106.29990234375,Long,1,-276.2409765625073,3.24,opposite_signal
1772571000,1772579700,5106.49990234375,5130.99990234375,Short,1,-248.24,3.24,opposite_signal
1772579700,1772593200,5130.99990234375,5151.6998046875,Long,1,203.75902343749271,3.24,opposite_signal
1772593200,1772607900,5151.8998046875,5184.3001953125,Short,1,-327.24390625,3.24,opposite_signal
1772607900,1772626800,5184.3001953125,5191.9,Long,1,72.75804687499273,3.24,opposite_signal
1772626800,1772629800,5192.1,5205.1,Short,1,-133.24,3.24,opposite_signal
1772629800,1772633400,5205.1,5175.1998046875,Long,1,-302.2419531250073,3.24,opposite_signal
1772633400,1772665200,5175.3998046875,5164.6,Short,1,104.758046875,3.24,opposite_signal
1772665200,1772685900,5164.6,5179.00009765625,Long,1,140.76097656249271,3.24,opposite_signal
1772685900,1772686500,5179.20009765625,5179.8001953125,Short,1,-9.2409765625,3.24,end_of_data
