entry_time,exit_time,entry_price,exit_price,direction,contracts,pnl,costs,exit_reason,hold_seconds
1770274440,1770274620,4928.29990234375,4938.39990234375,Short,1,-104.24000000000363,3.24,stop_loss,180
1770274800,1770275880,4945.20009765625,4935.10009765625,Long,1,-104.24000000000363,3.24,stop_loss,1080
1770276780,1770277140,4937.29990234375,4917.39990234375,Short,1,195.75999999999635,3.24,take_profit,360
1770278580,1770279120,4939.3998046875,4959.2998046875,Long,1,195.75999999999635,3.24,take_profit,540
1770280020,1770282000,4940.50009765625,4920.60009765625,Short,1,195.75999999999635,3.24,take_profit,1980
1770283440,1770283620,4906.8998046875,4896.7998046875,Long,1,-104.24000000000363,3.24,stop_loss,180
1770285060,1770285240,4892.00009765625,4872.10009765625,Short,1,195.75999999999635,3.24,take_profit,180
1770286500,1770286860,4886.8998046875,4876.7998046875,Long,1,-104.24000000000363,3.24,stop_loss,360
1770287220,1770287760,4883.00009765625,4893.10009765625,Short,1,-104.24000000000363,3.24,stop_loss,540
1770288120,1770291540,4896.8001953125,4899.50009765625,Long,1,23.759023437492722,3.24,opposite_signal,3420
1770291540,1770293160,4899.50009765625,4879.60009765625,Short,1,195.75999999999635,3.24,take_profit,1620
1770294420,1770294780,4869.20009765625,4889.10009765625,Long,1,195.75999999999635,3.24,take_profit,360
1770296400,1770296760,4846.9,4827.0,Short,1,195.75999999999635,3.24,take_profit,360
1770297480,1770297840,4863.6,4883.5,Long,1,195.75999999999635,3.24,take_profit,360
1770298920,1770299100,4847.29990234375,4857.39990234375,Short,1,-104.24000000000363,3.24,stop_loss,180
1770301620,1770301800,4857.1,4847.0,Long,1,-104.24000000000363,3.24,stop_loss,180
1770301980,1770302160,4839.9,4850.0,Short,1,-104.24000000000363,3.24,stop_loss,180
1770302340,1770302880,4876.49990234375,4866.39990234375,Long,1,-104.24000000000363,3.24,stop_loss,540
1770303780,1770303960,4850.29990234375,4860.39990234375,Short,1,-104.24000000000363,3.24,stop_loss,180
1770307560,1770307920,4856.6,4846.5,Long,1,-104.24000000000363,3.24,stop_loss,360
1770310980,1770312060,4902.79990234375,4882.89990234375,Short,1,195.75999999999635,3.24,take_profit,1080
1770316020,1770316200,4892.20009765625,4882.10009765625,Long,1,-104.24000000000363,3.24,stop_loss,180
