entry_time,exit_time,entry_price,exit_price,dir,pnl,reason,hold
1770327240,1770327540,4790.3001953125,4786.224631300394,L,-219.9782006053021,trail,300
1770355560,1770355740,4863.6001953125,4869.479235791123,S,-310.1520239311605,trail,180
1770382860,1770384120,4944.9,4943.933506961822,S,32.12465190888797,trail,1260
1770593220,1770593400,5040.00009765625,5050.10009765625,S,-521.2000000000182,sl,180
1770651240,1770651840,5077.1001953125,5079.110077914759,S,-116.69413011297475,trail,600
1770701220,1770703620,5035.8998046875,5062.787409287328,L,1328.180229991384,trail,2400
1770713100,1770714060,5075.00009765625,5067.588695493858,S,354.3701081195912,trail,960
1770727440,1770727980,5051.8998046875,5047.132937507975,L,-254.5433589762717,trail,540
1770733020,1770733860,5095.1998046875,5098.726492113528,S,-192.53437130143647,trail,840
1770734820,1770734880,5057.49990234375,5047.39990234375,L,-521.2000000000182,sl,60
1770737880,1770738960,5024.8001953125,5042.623063556963,L,874.9434122231185,trail,1080
1770751860,1770752220,5052.00009765625,5052.303397230595,S,-31.36497871725733,trail,360
1770765720,1770766740,5073.29990234375,5066.679875748694,S,314.8013297527803,trail,1020
1770788220,1770789480,5086.4,5075.744899221379,S,516.5550389310545,trail,1260
1770806640,1770807780,5124.79990234375,5116.4883568141395,S,399.3772764805079,trail,1140
1770813660,1770815520,5083.8001953125,5100.771770203554,L,832.3787445526966,trail,1860
1770816600,1770819360,5042.49990234375,5096.2903129187835,L,2673.320528751655,trail,2760
1770833520,1770834240,5097.70009765625,5095.132339722973,L,-144.58789666388947,trail,720
1770845520,1770850800,5097.6,5110.881242195287,L,647.8621097643361,trail,5280
1770878220,1770879660,5069.3998046875,5077.618256395256,L,394.7225853877888,trail,1440
1770885120,1770886200,5075.1,5083.549070343386,L,406.2535171692878,trail,1080
1770912600,1770912660,5055.49990234375,5045.39990234375,L,-521.2000000000182,sl,60
1770913200,1770913320,4942.3001953125,4932.2001953125,L,-521.2000000000182,sl,120
1770937200,1770937440,4910.99990234375,4907.543127062186,L,-189.038764078233,trail,240
1770941280,1770941760,4962.1998046875,4966.460125997331,S,-229.2160654915471,trail,480
1770957780,1770958140,4994.8001953125,4992.979518940489,L,-107.23381860059017,trail,360
1770980280,1770980700,4968.49990234375,4963.124463128264,L,-284.971960774302,trail,420
1770989400,1770990600,5019.00009765625,5007.368763961604,S,565.3666847322972,trail,1200
1770993660,1770994200,4987.49990234375,5010.34801887547,L,1126.2058265859912,trail,540
1770999960,1771000080,5044.00009765625,5054.10009765625,S,-521.2000000000182,sl,120
1771012740,1771014180,5046.49990234375,5049.997701188228,L,158.6899422238992,trail,1440
1771019160,1771019760,5066.4,5064.416246453021,S,82.98767734893663,trail,600
1771209300,1771209420,5029.3001953125,5024.841012009369,L,-239.15916515658972,trail,120
1771209480,1771209840,5026.20009765625,5021.880949456538,L,-232.15740998563996,trail,360
1771209960,1771210260,5018.6,5012.893178403839,L,-301.54107980808584,trail,300
1771304400,1771304760,4970.99990234375,4960.89990234375,L,-521.2000000000182,sl,360
1771305240,1771305300,4946.8001953125,4936.7001953125,L,-521.2000000000182,sl,60
1771305660,1771305720,4916.6,4906.5,L,-521.2000000000182,sl,60
1771306260,1771309500,4885.1,4911.162155165296,L,1286.9077582647867,trail,3240
1771324260,1771324560,4940.8998046875,4939.164262455185,L,-102.97711161576554,trail,300
1771327260,1771328340,4948.1001953125,4945.520860512938,S,112.76673997806829,trail,1080
1771336680,1771336800,4894.70009765625,4884.60009765625,L,-521.2000000000182,sl,120
1771369200,1771369860,4878.70009765625,4883.808509967969,L,239.2206155859447,trail,660
1771387800,1771388760,4948.6998046875,4948.557187549941,S,-9.069143122061362,trail,960
1771419420,1771419540,4959.50009765625,4964.321536921416,S,-257.27196325830954,trail,120
1771439100,1771439220,5011.1,5009.12486616082,L,-114.95669195903356,trail,120
1771439520,1771439880,5004.99990234375,5007.015660941567,L,84.58792989083922,trail,360
1771455660,1771457640,4987.99990234375,5000.748463209459,L,621.2280432854448,trail,1980
1771479900,1771480080,5014.9,5017.227045880115,S,-132.55229400576462,trail,180
1771482780,1771483500,5025.79990234375,5029.030450697245,S,-177.7274176747789,trail,720
1771483680,1771483920,5033.6998046875,5037.420743058096,S,-202.24691852983705,trail,240
1771493160,1771493280,5025.99990234375,5022.443434769438,L,-194.02337871562958,trail,120
1771510140,1771510200,4999.3001953125,4992.551251235438,L,-353.64720385311665,trail,60
1771529940,1771531200,4999.8998046875,5007.054923098815,L,341.5559205657508,trail,1260
1771549200,1771549500,5026.9,5030.777286789348,S,-210.06433946742726,trail,300
1771567200,1771567320,5032.1998046875,5036.235568375186,S,-217.98818438430425,trail,120
1771581840,1771582260,5044.3998046875,5041.573449702117,L,-157.51774926918296,trail,420
1771595400,1771596420,5064.6001953125,5063.4785089566885,S,39.88431779055536,trail,1020
1771621020,1771622280,5117.9,5117.6829462296255,S,-5.347311481292493,trail,1260
1771624740,1771804800,5080.99990234375,5185.689515341623,L,5218.2806498936125,trail,180060
1771814460,1771815120,5197.00009765625,5191.514965884112,S,258.056588606886,trail,660
1771850520,1771851240,5182.50009765625,5185.5810584107385,S,-170.2480377244421,trail,720
1771856580,1771857000,5182.50009765625,5186.872867512139,S,-234.83849279448003,trail,420
1771857360,1771857720,5200.79990234375,5206.519940997272,S,-302.20193267611756,trail,360
1771868280,1771870500,5213.3998046875,5231.7551948548835,L,901.569508369156,trail,2220
1771891260,1771892580,5238.1,5250.181956461406,L,587.8978230702876,trail,1320
1771894980,1771895220,5225.8001953125,5215.7001953125,L,-521.2000000000182,sl,240
1771895700,1771895760,5177.49990234375,5167.39990234375,L,-521.2000000000182,sl,60
