Symbol,Timeframe,Trades,Win_Rate,Total_PnL,Profit_Factor,Max_Drawdown,Avg_Trade,Sharpe_Ratio
MES,2min,210,50.0,-436.3335926621194,0.9726852539516168,1.3460144388528845,-2.077779012676759,-0.17964461149557345
MNQ,2min,115,2.608695652173913,-132936.49999999994,0.014374905653607419,44.312166666666656,-1155.9695652173907,-56.833123556367106
NQ,2min,114,0.8771929824561403,-136579.03999999983,0.005100117876579286,45.52634666666661,-1198.0617543859635,-106.03838928219692
