Timeframe,Strategy,Params,Exit,Contracts,ATR_Period,Trades,Wins,Losses,Win_Rate,PnL,Profit_Factor,Avg_Win,Avg_Loss,Max_DD,Max_Daily_DD,Costs,Final_Equity
2min,RSI_Reversion,rsi_period=9|rsi_buy=25|rsi_sell=75,SL100_TP300,5,5,252,96,156,38.1,27982.68,1.35,1133.7,518.28,6311.0,2415.81,4082.4,177982.68
2min,RSI_Reversion,rsi_period=9|rsi_buy=25|rsi_sell=75,SL100_TP300,5,10,252,96,156,38.1,27982.68,1.35,1133.7,518.28,6311.0,2415.81,4082.4,177982.68
2min,RSI_Reversion,rsi_period=9|rsi_buy=25|rsi_sell=75,SL100_TP300,5,14,252,96,156,38.1,27982.68,1.35,1133.7,518.28,6311.0,2415.81,4082.4,177982.68
5min,Bollinger,bb_period=15|bb_std=2.0,SL100_TP200,5,5,376,177,199,47.07,25503.87,1.27,686.2,482.18,7293.78,2475.78,6091.2,175503.87
5min,Bollinger,bb_period=15|bb_std=2.0,SL100_TP200,5,10,376,177,199,47.07,25503.87,1.27,686.2,482.18,7293.78,2475.78,6091.2,175503.87
5min,Bollinger,bb_period=15|bb_std=2.0,SL100_TP200,5,14,376,177,199,47.07,25503.87,1.27,686.2,482.18,7293.78,2475.78,6091.2,175503.87
5min,Bollinger,bb_period=20|bb_std=2.5,SL100_TP200,5,5,166,77,89,46.39,23215.8,1.5,903.93,521.2,5339.2,2148.4,2689.2,173215.8
5min,Bollinger,bb_period=20|bb_std=2.5,SL100_TP200,5,10,166,77,89,46.39,23215.8,1.5,903.93,521.2,5339.2,2148.4,2689.2,173215.8
5min,Bollinger,bb_period=20|bb_std=2.5,SL100_TP200,5,14,166,77,89,46.39,23215.8,1.5,903.93,521.2,5339.2,2148.4,2689.2,173215.8
1min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL75_TP150,5,5,361,153,208,42.38,22996.78,1.28,688.93,396.2,3881.0,2377.2,5848.2,172996.78
1min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL75_TP150,5,10,361,153,208,42.38,22996.78,1.28,688.93,396.2,3881.0,2377.2,5848.2,172996.78
1min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL75_TP150,5,14,361,153,208,42.38,22996.78,1.28,688.93,396.2,3881.0,2377.2,5848.2,172996.78
5min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL100_TP300,5,5,98,37,61,37.76,22582.39,1.71,1469.61,521.2,3212.0,1563.6,1587.6,172582.39
5min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL100_TP300,5,10,98,37,61,37.76,22582.39,1.71,1469.61,521.2,3212.0,1563.6,1587.6,172582.39
5min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL100_TP300,5,14,98,37,61,37.76,22582.39,1.71,1469.61,521.2,3212.0,1563.6,1587.6,172582.39
5min,VWAP_Reversion,vwap_dist=2.5,SL100_TP300,5,14,186,59,127,31.72,21056.8,1.32,1478.8,521.2,7987.6,2254.4,3013.2,171056.8
5min,Bollinger,bb_period=15|bb_std=2.0,SL100_TP200,3,5,454,219,235,48.24,21015.22,1.31,410.25,292.89,4287.84,2105.28,4412.88,171015.22
5min,Bollinger,bb_period=15|bb_std=2.0,SL100_TP200,3,10,454,219,235,48.24,21015.22,1.31,410.25,292.89,4287.84,2105.28,4412.88,171015.22
5min,Bollinger,bb_period=15|bb_std=2.0,SL100_TP200,3,14,454,219,235,48.24,21015.22,1.31,410.25,292.89,4287.84,2105.28,4412.88,171015.22
2min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL100_TP300,5,5,199,69,130,34.67,20366.28,1.3,1270.54,517.7,8877.42,2404.6,3223.8,170366.28
2min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL100_TP300,5,10,199,69,130,34.67,20366.28,1.3,1270.54,517.7,8877.42,2404.6,3223.8,170366.28
2min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL100_TP300,5,14,199,69,130,34.67,20366.28,1.3,1270.54,517.7,8877.42,2404.6,3223.8,170366.28
2min,RSI_Reversion,rsi_period=7|rsi_buy=20|rsi_sell=80,SL100_TP300,5,5,237,85,152,35.86,19280.7,1.24,1153.51,518.21,5994.2,2388.39,3839.4,169280.7
2min,RSI_Reversion,rsi_period=7|rsi_buy=20|rsi_sell=80,SL100_TP300,5,10,237,85,152,35.86,19280.7,1.24,1153.51,518.21,5994.2,2388.39,3839.4,169280.7
2min,RSI_Reversion,rsi_period=7|rsi_buy=20|rsi_sell=80,SL100_TP300,5,14,237,85,152,35.86,19280.7,1.24,1153.51,518.21,5994.2,2388.39,3839.4,169280.7
1min,RSI_Reversion,rsi_period=7|rsi_buy=15|rsi_sell=85,SL100_Trail2x,5,5,235,99,136,42.13,18990.48,1.56,534.89,249.73,3593.42,2253.13,3807.0,168990.48
3min,RSI_Reversion,rsi_period=7|rsi_buy=20|rsi_sell=80,SL100_TP300,5,5,159,57,102,35.85,17844.29,1.34,1237.75,516.74,6862.6,2084.8,2575.8,167844.29
3min,RSI_Reversion,rsi_period=7|rsi_buy=20|rsi_sell=80,SL100_TP300,5,10,159,57,102,35.85,17844.29,1.34,1237.75,516.74,6862.6,2084.8,2575.8,167844.29
3min,RSI_Reversion,rsi_period=7|rsi_buy=20|rsi_sell=80,SL100_TP300,5,14,159,57,102,35.85,17844.29,1.34,1237.75,516.74,6862.6,2084.8,2575.8,167844.29
1min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL100_TP300,5,5,275,110,165,40.0,17409.88,1.2,940.07,521.2,8860.4,2339.2,4455.0,167409.88
1min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL100_TP300,5,10,275,110,165,40.0,17409.88,1.2,940.07,521.2,8860.4,2339.2,4455.0,167409.88
1min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL100_TP300,5,14,275,110,165,40.0,17409.88,1.2,940.07,521.2,8860.4,2339.2,4455.0,167409.88
2min,RSI_Reversion,rsi_period=7|rsi_buy=20|rsi_sell=80,SL75_Trail1.5x,5,5,313,108,205,34.5,16588.59,1.33,625.29,248.5,7300.44,2377.2,5070.6,166588.59
1min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL50_TP150,5,5,401,129,272,32.17,16548.78,1.22,700.12,271.2,5593.6,2254.4,6496.2,166548.78
1min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL50_TP150,5,10,401,129,272,32.17,16548.78,1.22,700.12,271.2,5593.6,2254.4,6496.2,166548.78
1min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL50_TP150,5,14,401,129,272,32.17,16548.78,1.22,700.12,271.2,5593.6,2254.4,6496.2,166548.78
5min,VWAP_Reversion,vwap_dist=2.5,SL100_TP200,5,14,245,96,149,39.18,16306.0,1.21,978.8,521.2,8314.4,2402.8,3969.0,166306.0
5min,Bollinger,bb_period=15|bb_std=2.0,SL100_TP300,5,5,363,157,206,43.25,16304.5,1.16,737.78,483.14,7211.39,2492.21,5880.6,166304.5
5min,Bollinger,bb_period=15|bb_std=2.0,SL100_TP300,5,10,363,157,206,43.25,16304.5,1.16,737.78,483.14,7211.39,2492.21,5880.6,166304.5
5min,Bollinger,bb_period=15|bb_std=2.0,SL100_TP300,5,14,363,157,206,43.25,16304.5,1.16,737.78,483.14,7211.39,2492.21,5880.6,166304.5
5min,Bollinger,bb_period=15|bb_std=2.0,SL75_TP150,5,5,426,184,242,43.19,15913.91,1.17,590.08,382.89,7041.35,2377.2,6901.2,165913.91
5min,Bollinger,bb_period=15|bb_std=2.0,SL75_TP150,5,10,426,184,242,43.19,15913.91,1.17,590.08,382.89,7041.35,2377.2,6901.2,165913.91
5min,Bollinger,bb_period=15|bb_std=2.0,SL75_TP150,5,14,426,184,242,43.19,15913.91,1.17,590.08,382.89,7041.35,2377.2,6901.2,165913.91
2min,RSI_Reversion,rsi_period=9|rsi_buy=25|rsi_sell=75,SL100_TP300,3,5,273,102,171,37.36,15808.49,1.3,676.57,311.12,4479.84,2239.92,2653.56,165808.49
2min,RSI_Reversion,rsi_period=9|rsi_buy=25|rsi_sell=75,SL100_TP300,3,10,273,102,171,37.36,15808.49,1.3,676.57,311.12,4479.84,2239.92,2653.56,165808.49
2min,RSI_Reversion,rsi_period=9|rsi_buy=25|rsi_sell=75,SL100_TP300,3,14,273,102,171,37.36,15808.49,1.3,676.57,311.12,4479.84,2239.92,2653.56,165808.49
5min,Bollinger,bb_period=20|bb_std=2.5,SL100_TP300,5,5,153,59,94,38.56,15581.43,1.32,1094.48,521.2,7851.4,2317.21,2478.6,165581.43
5min,Bollinger,bb_period=20|bb_std=2.5,SL100_TP300,5,10,153,59,94,38.56,15581.43,1.32,1094.48,521.2,7851.4,2317.21,2478.6,165581.43
5min,Bollinger,bb_period=20|bb_std=2.5,SL100_TP300,5,14,153,59,94,38.56,15581.43,1.32,1094.48,521.2,7851.4,2317.21,2478.6,165581.43
2min,RSI_Reversion,rsi_period=7|rsi_buy=20|rsi_sell=80,SL50_TP150,5,5,304,99,205,32.57,15580.16,1.28,718.95,271.2,3678.4,2169.6,4924.8,165580.16
2min,RSI_Reversion,rsi_period=7|rsi_buy=20|rsi_sell=80,SL50_TP150,5,10,304,99,205,32.57,15580.16,1.28,718.95,271.2,3678.4,2169.6,4924.8,165580.16
2min,RSI_Reversion,rsi_period=7|rsi_buy=20|rsi_sell=80,SL50_TP150,5,14,304,99,205,32.57,15580.16,1.28,718.95,271.2,3678.4,2169.6,4924.8,165580.16
1min,RSI_Reversion,rsi_period=9|rsi_buy=15|rsi_sell=85,SL100_Trail2x,5,5,105,43,62,40.95,15515.6,1.9,761.07,277.59,2777.27,1316.24,1701.0,165515.6
5min,Bollinger,bb_period=20|bb_std=2.0,SL100_TP200,5,5,354,159,195,44.92,15360.33,1.15,726.44,513.56,8095.14,2433.01,5734.8,165360.33
5min,Bollinger,bb_period=20|bb_std=2.0,SL100_TP200,5,10,354,159,195,44.92,15360.33,1.15,726.44,513.56,8095.14,2433.01,5734.8,165360.33
5min,Bollinger,bb_period=20|bb_std=2.0,SL100_TP200,5,14,354,159,195,44.92,15360.33,1.15,726.44,513.56,8095.14,2433.01,5734.8,165360.33
2min,RSI_Reversion,rsi_period=9|rsi_buy=25|rsi_sell=75,SL50_TP150,5,5,319,103,216,32.29,15167.18,1.26,715.98,271.2,6255.2,2169.6,5167.8,165167.18
2min,RSI_Reversion,rsi_period=9|rsi_buy=25|rsi_sell=75,SL50_TP150,5,10,319,103,216,32.29,15167.18,1.26,715.98,271.2,6255.2,2169.6,5167.8,165167.18
2min,RSI_Reversion,rsi_period=9|rsi_buy=25|rsi_sell=75,SL50_TP150,5,14,319,103,216,32.29,15167.18,1.26,715.98,271.2,6255.2,2169.6,5167.8,165167.18
2min,VWAP_Reversion,vwap_dist=2.5,SL100_TP300,5,5,265,79,186,29.81,14717.02,1.15,1407.15,518.54,15911.38,2339.2,4293.0,164717.02
5min,VWAP_Reversion,vwap_dist=2.5,SL100_TP300,5,10,180,54,126,30.0,14184.0,1.22,1478.8,521.2,7987.6,2254.4,2916.0,164184.0
5min,Bollinger,bb_period=15|bb_std=2.0,SL100_TP300,3,5,428,193,235,45.09,14100.95,1.21,428.56,291.96,5487.23,2239.92,4160.16,164100.95
5min,Bollinger,bb_period=15|bb_std=2.0,SL100_TP300,3,10,428,193,235,45.09,14100.95,1.21,428.56,291.96,5487.23,2239.92,4160.16,164100.95
5min,Bollinger,bb_period=15|bb_std=2.0,SL100_TP300,3,14,428,193,235,45.09,14100.95,1.21,428.56,291.96,5487.23,2239.92,4160.16,164100.95
2min,VWAP_Reversion,vwap_dist=3.0,SL100_TP300,5,14,268,78,190,29.1,13983.38,1.14,1442.52,518.59,13623.6,2254.4,4341.6,163983.38
5min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL100_TP300,3,5,98,37,61,37.76,13549.43,1.71,881.77,312.72,1927.2,938.16,952.56,163549.43
5min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL100_TP300,3,10,98,37,61,37.76,13549.43,1.71,881.77,312.72,1927.2,938.16,952.56,163549.43
5min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL100_TP300,3,14,98,37,61,37.76,13549.43,1.71,881.77,312.72,1927.2,938.16,952.56,163549.43
1min,RSI_Reversion,rsi_period=14|rsi_buy=20|rsi_sell=80,SL100_Trail2x,5,5,73,30,43,41.1,13323.1,2.07,858.6,289.18,2657.5,1860.4,1182.6,163323.1
1min,RSI_Reversion,rsi_period=14|rsi_buy=25|rsi_sell=75,SL100_Trail2x,5,5,205,85,120,41.46,12931.76,1.43,509.65,253.24,5257.24,2345.69,3321.0,162931.76
5min,Bollinger,bb_period=20|bb_std=2.5,SL100_TP200,3,5,173,78,95,45.09,12856.45,1.44,542.93,310.45,4767.12,2189.04,1681.56,162856.45
5min,Bollinger,bb_period=20|bb_std=2.5,SL100_TP200,3,10,173,78,95,45.09,12856.45,1.44,542.93,310.45,4767.12,2189.04,1681.56,162856.45
5min,Bollinger,bb_period=20|bb_std=2.5,SL100_TP200,3,14,173,78,95,45.09,12856.45,1.44,542.93,310.45,4767.12,2189.04,1681.56,162856.45
5min,Bollinger,bb_period=20|bb_std=2.0,SL100_TP300,5,5,344,144,200,41.86,12632.31,1.12,801.27,513.75,6775.6,2254.4,5572.8,162632.31
5min,Bollinger,bb_period=20|bb_std=2.0,SL100_TP300,5,10,344,144,200,41.86,12632.31,1.12,801.27,513.75,6775.6,2254.4,5572.8,162632.31
5min,Bollinger,bb_period=20|bb_std=2.0,SL100_TP300,5,14,344,144,200,41.86,12632.31,1.12,801.27,513.75,6775.6,2254.4,5572.8,162632.31
3min,RSI_Reversion,rsi_period=9|rsi_buy=25|rsi_sell=75,SL100_TP300,5,5,157,52,105,33.12,12546.68,1.23,1284.96,516.87,7240.19,2254.4,2543.4,162546.68
3min,RSI_Reversion,rsi_period=9|rsi_buy=25|rsi_sell=75,SL100_TP300,5,10,157,52,105,33.12,12546.68,1.23,1284.96,516.87,7240.19,2254.4,2543.4,162546.68
3min,RSI_Reversion,rsi_period=9|rsi_buy=25|rsi_sell=75,SL100_TP300,5,14,157,52,105,33.12,12546.68,1.23,1284.96,516.87,7240.19,2254.4,2543.4,162546.68
1min,RSI_Reversion,rsi_period=9|rsi_buy=20|rsi_sell=80,SL75_TP150,5,5,214,89,125,41.59,12433.23,1.25,696.16,396.2,5652.0,2377.2,3466.8,162433.23
1min,RSI_Reversion,rsi_period=9|rsi_buy=20|rsi_sell=80,SL75_TP150,5,10,214,89,125,41.59,12433.23,1.25,696.16,396.2,5652.0,2377.2,3466.8,162433.23
1min,RSI_Reversion,rsi_period=9|rsi_buy=20|rsi_sell=80,SL75_TP150,5,14,214,89,125,41.59,12433.23,1.25,696.16,396.2,5652.0,2377.2,3466.8,162433.23
2min,RSI_Reversion,rsi_period=9|rsi_buy=25|rsi_sell=75,SL100_TP200,5,5,253,102,151,40.32,12361.42,1.16,892.77,521.2,7789.8,2415.81,4098.6,162361.42
2min,RSI_Reversion,rsi_period=9|rsi_buy=25|rsi_sell=75,SL100_TP200,5,10,253,102,151,40.32,12361.42,1.16,892.77,521.2,7789.8,2415.81,4098.6,162361.42
2min,RSI_Reversion,rsi_period=9|rsi_buy=25|rsi_sell=75,SL100_TP200,5,14,253,102,151,40.32,12361.42,1.16,892.77,521.2,7789.8,2415.81,4098.6,162361.42
2min,RSI_Reversion,rsi_period=9|rsi_buy=25|rsi_sell=75,SL100_Trail2x,5,5,299,108,191,36.12,12303.91,1.2,691.69,326.7,7079.72,2486.13,4843.8,162303.91
5min,VWAP_Reversion,vwap_dist=1.0,SL75_TP150,5,14,501,187,314,37.33,12078.81,1.1,727.89,395.02,8207.59,2235.4,8116.2,162078.81
1min,RSI_Reversion,rsi_period=7|rsi_buy=15|rsi_sell=85,SL50_TP150,5,5,219,73,146,33.33,12077.22,1.31,707.84,271.2,4305.6,2169.6,3547.8,162077.22
1min,RSI_Reversion,rsi_period=7|rsi_buy=15|rsi_sell=85,SL50_TP150,5,10,219,73,146,33.33,12077.22,1.31,707.84,271.2,4305.6,2169.6,3547.8,162077.22
1min,RSI_Reversion,rsi_period=7|rsi_buy=15|rsi_sell=85,SL50_TP150,5,14,219,73,146,33.33,12077.22,1.31,707.84,271.2,4305.6,2169.6,3547.8,162077.22
5min,RSI_Reversion,rsi_period=7|rsi_buy=25|rsi_sell=75,SL100_TP300,5,5,175,57,118,32.57,11945.03,1.2,1283.1,518.57,6121.41,2428.4,2835.0,161945.03
5min,RSI_Reversion,rsi_period=7|rsi_buy=25|rsi_sell=75,SL100_TP300,5,10,175,57,118,32.57,11945.03,1.2,1283.1,518.57,6121.41,2428.4,2835.0,161945.03
5min,RSI_Reversion,rsi_period=7|rsi_buy=25|rsi_sell=75,SL100_TP300,5,14,175,57,118,32.57,11945.03,1.2,1283.1,518.57,6121.41,2428.4,2835.0,161945.03
2min,VWAP_Reversion,vwap_dist=2.5,SL100_TP300,3,5,357,106,251,29.69,11820.99,1.15,849.21,311.54,6770.64,2283.36,3470.04,161820.99
5min,Bollinger,bb_period=20|bb_std=2.5,SL100_TP300,3,5,171,66,105,38.6,11780.91,1.36,672.73,310.66,5367.12,2189.04,1662.12,161780.91
5min,Bollinger,bb_period=20|bb_std=2.5,SL100_TP300,3,10,171,66,105,38.6,11780.91,1.36,672.73,310.66,5367.12,2189.04,1662.12,161780.91
5min,Bollinger,bb_period=20|bb_std=2.5,SL100_TP300,3,14,171,66,105,38.6,11780.91,1.36,672.73,310.66,5367.12,2189.04,1662.12,161780.91
2min,VWAP_Reversion,vwap_dist=2.5,SL100_TP300,5,10,261,76,185,29.12,11731.75,1.12,1416.56,518.52,14581.2,2339.2,4228.2,161731.75
5min,VWAP_Reversion,vwap_dist=3.0,SL100_TP300,5,10,143,43,100,30.07,11468.4,1.22,1478.8,521.2,8072.4,2169.6,2316.6,161468.4
5min,VWAP_Reversion,vwap_dist=3.0,SL100_TP300,5,14,143,43,100,30.07,11468.4,1.22,1478.8,521.2,8508.8,2169.6,2316.6,161468.4
2min,VWAP_Reversion,vwap_dist=3.0,SL100_TP300,3,10,346,101,245,29.19,11420.87,1.15,868.72,311.51,6770.64,2283.36,3363.12,161420.87
1min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL50_TP100,5,5,437,174,263,39.82,11355.55,1.16,475.18,271.2,5710.02,2233.2,7079.4,161355.55
1min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL50_TP100,5,10,437,174,263,39.82,11355.55,1.16,475.18,271.2,5710.02,2233.2,7079.4,161355.55
1min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL50_TP100,5,14,437,174,263,39.82,11355.55,1.16,475.18,271.2,5710.02,2233.2,7079.4,161355.55
2min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL100_TP300,3,5,216,73,143,33.8,11346.53,1.26,764.28,310.81,6118.09,2189.04,2099.52,161346.53
2min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL100_TP300,3,10,216,73,143,33.8,11346.53,1.26,764.28,310.81,6118.09,2189.04,2099.52,161346.53
2min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL100_TP300,3,14,216,73,143,33.8,11346.53,1.26,764.28,310.81,6118.09,2189.04,2099.52,161346.53
1min,RSI_Reversion,rsi_period=7|rsi_buy=15|rsi_sell=85,SL100_Trail2x,3,5,241,101,140,41.91,11232.5,1.53,320.19,150.76,2317.84,1513.66,2342.52,161232.5
2min,RSI_Reversion,rsi_period=9|rsi_buy=30|rsi_sell=70,SL75_TP150,5,5,462,183,279,39.61,11225.55,1.1,665.38,396.2,8824.98,2377.2,7484.4,161225.55
2min,RSI_Reversion,rsi_period=9|rsi_buy=30|rsi_sell=70,SL75_TP150,5,10,462,183,279,39.61,11225.55,1.1,665.38,396.2,8824.98,2377.2,7484.4,161225.55
2min,RSI_Reversion,rsi_period=9|rsi_buy=30|rsi_sell=70,SL75_TP150,5,14,462,183,279,39.61,11225.55,1.1,665.38,396.2,8824.98,2377.2,7484.4,161225.55
1min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL50_TP150,3,5,429,139,290,32.4,11181.1,1.24,419.93,162.72,3285.12,2003.52,4169.88,161181.1
1min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL50_TP150,3,10,429,139,290,32.4,11181.1,1.24,419.93,162.72,3285.12,2003.52,4169.88,161181.1
1min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL50_TP150,3,14,429,139,290,32.4,11181.1,1.24,419.93,162.72,3285.12,2003.52,4169.88,161181.1
2min,VWAP_Reversion,vwap_dist=3.0,SL100_TP200,3,14,437,164,273,37.53,11154.35,1.13,586.77,311.63,5583.36,2296.08,4247.64,161154.35
2min,RSI_Reversion,rsi_period=9|rsi_buy=25|rsi_sell=75,SL75_Trail1.5x,5,5,345,120,225,34.78,11114.22,1.2,565.33,252.11,7930.07,2377.2,5589.0,161114.22
5min,Bollinger,bb_period=15|bb_std=2.0,SL75_TP150,3,5,487,210,277,43.12,11106.42,1.17,356.55,230.21,4472.64,2092.56,4733.64,161106.42
5min,Bollinger,bb_period=15|bb_std=2.0,SL75_TP150,3,10,487,210,277,43.12,11106.42,1.17,356.55,230.21,4472.64,2092.56,4733.64,161106.42
5min,Bollinger,bb_period=15|bb_std=2.0,SL75_TP150,3,14,487,210,277,43.12,11106.42,1.17,356.55,230.21,4472.64,2092.56,4733.64,161106.42
1min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL75_TP150,3,5,375,154,221,41.07,11096.99,1.21,413.2,237.72,4078.8,2225.64,3645.0,161096.99
1min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL75_TP150,3,10,375,154,221,41.07,11096.99,1.21,413.2,237.72,4078.8,2225.64,3645.0,161096.99
1min,RSI_Reversion,rsi_period=14|rsi_buy=30|rsi_sell=70,SL75_TP150,3,14,375,154,221,41.07,11096.99,1.21,413.2,237.72,4078.8,2225.64,3645.0,161096.99
5min,VWAP_Reversion,vwap_dist=1.0,SL75_TP150,5,10,501,186,315,37.13,10953.81,1.09,727.89,395.03,8603.79,2235.4,8116.2,160953.81
5min,VWAP_Reversion,vwap_dist=1.0,SL75_TP150,5,5,506,188,318,37.15,10927.8,1.09,726.33,395.04,9295.0,2362.6,8197.2,160927.8
1min,RSI_Reversion,rsi_period=9|rsi_buy=20|rsi_sell=80,SL100_Trail2x,5,5,262,104,158,39.69,10726.8,1.28,465.74,238.67,6069.44,2251.8,4244.4,160726.8
5min,RSI_Reversion,rsi_period=7|rsi_buy=30|rsi_sell=70,SL100_TP200,5,5,269,109,160,40.52,10707.17,1.13,863.3,521.2,10748.21,2114.4,4357.8,160707.17
5min,RSI_Reversion,rsi_period=7|rsi_buy=30|rsi_sell=70,SL100_TP200,5,10,269,109,160,40.52,10707.17,1.13,863.3,521.2,10748.21,2114.4,4357.8,160707.17
5min,RSI_Reversion,rsi_period=7|rsi_buy=30|rsi_sell=70,SL100_TP200,5,14,269,109,160,40.52,10707.17,1.13,863.3,521.2,10748.21,2114.4,4357.8,160707.17
1min,RSI_Reversion,rsi_period=5|rsi_buy=25|rsi_sell=75,SL100_TP300,3,5,1085,591,494,54.47,10627.79,1.07,261.99,291.92,4943.95,2239.55,10546.2,160627.79
1min,RSI_Reversion,rsi_period=5|rsi_buy=25|rsi_sell=75,SL100_TP300,3,10,1085,591,494,54.47,10627.79,1.07,261.99,291.92,4943.95,2239.55,10546.2,160627.79
1min,RSI_Reversion,rsi_period=5|rsi_buy=25|rsi_sell=75,SL100_TP300,3,14,1085,591,494,54.47,10627.79,1.07,261.99,291.92,4943.95,2239.55,10546.2,160627.79
2min,Momentum,lookback=3|atr_mult=1.5,SL100_TP300,5,5,454,158,296,34.8,10545.32,1.09,829.05,406.91,12035.47,2497.69,7354.8,160545.32
2min,RSI_Reversion,rsi_period=9|rsi_buy=25|rsi_sell=75,SL100_Trail2x,3,5,344,126,218,36.63,10485.52,1.24,432.29,201.76,4560.55,2186.17,3343.68,160485.52
1min,RSI_Reversion,rsi_period=9|rsi_buy=20|rsi_sell=80,SL100_Trail2x,3,5,271,107,164,39.48,10449.45,1.44,318.33,143.98,3002.13,2029.53,2634.12,160449.45
5min,VWAP_Reversion,vwap_dist=3.0,SL100_TP300,5,5,145,43,102,29.66,10426.0,1.2,1478.8,521.2,8508.8,2169.6,2349.0,160426.0
2min,Bollinger,bb_period=15|bb_std=2.5,SL100_TP300,5,5,246,106,140,43.09,10384.7,1.15,763.7,504.06,9168.82,2393.22,3985.2,160384.7
2min,Bollinger,bb_period=15|bb_std=2.5,SL100_TP300,5,10,246,106,140,43.09,10384.7,1.15,763.7,504.06,9168.82,2393.22,3985.2,160384.7
2min,Bollinger,bb_period=15|bb_std=2.5,SL100_TP300,5,14,246,106,140,43.09,10384.7,1.15,763.7,504.06,9168.82,2393.22,3985.2,160384.7
1min,RSI_Reversion,rsi_period=14|rsi_buy=25|rsi_sell=75,SL50_TP150,5,5,202,66,136,32.67,10312.61,1.28,715.09,271.2,3831.59,1525.6,3272.4,160312.61
1min,RSI_Reversion,rsi_period=14|rsi_buy=25|rsi_sell=75,SL50_TP150,5,10,202,66,136,32.67,10312.61,1.28,715.09,271.2,3831.59,1525.6,3272.4,160312.61
1min,RSI_Reversion,rsi_period=14|rsi_buy=25|rsi_sell=75,SL50_TP150,5,14,202,66,136,32.67,10312.61,1.28,715.09,271.2,3831.59,1525.6,3272.4,160312.61
2min,RSI_Reversion,rsi_period=9|rsi_buy=25|rsi_sell=75,SL50_TP150,3,5,345,112,233,32.46,10269.59,1.27,430.21,162.72,5054.88,2115.36,3353.4,160269.59
2min,RSI_Reversion,rsi_period=9|rsi_buy=25|rsi_sell=75,SL50_TP150,3,10,345,112,233,32.46,10269.59,1.27,430.21,162.72,5054.88,2115.36,3353.4,160269.59
2min,RSI_Reversion,rsi_period=9|rsi_buy=25|rsi_sell=75,SL50_TP150,3,14,345,112,233,32.46,10269.59,1.27,430.21,162.72,5054.88,2115.36,3353.4,160269.59
5min,VWAP_Reversion,vwap_dist=1.0,SL100_TP200,5,14,376,138,238,36.7,10258.8,1.08,969.63,519.12,11487.4,2402.8,6091.2,160258.8
1min,RSI_Reversion,rsi_period=5|rsi_buy=25|rsi_sell=75,SL100_TP300,5,5,946,522,424,55.18,10219.72,1.05,413.49,484.96,8841.0,2396.89,15325.2,160219.72
1min,RSI_Reversion,rsi_period=5|rsi_buy=25|rsi_sell=75,SL100_TP300,5,10,946,522,424,55.18,10219.72,1.05,413.49,484.96,8841.0,2396.89,15325.2,160219.72
1min,RSI_Reversion,rsi_period=5|rsi_buy=25|rsi_sell=75,SL100_TP300,5,14,946,522,424,55.18,10219.72,1.05,413.49,484.96,8841.0,2396.89,15325.2,160219.72
5min,VWAP_Reversion,vwap_dist=2.5,SL100_TP200,5,10,254,95,159,37.4,10115.2,1.12,978.8,521.2,9611.2,2402.8,4114.8,160115.2
5min,VWAP_Reversion,vwap_dist=2.5,SL100_TP300,3,14,221,66,155,29.86,10088.88,1.21,887.28,312.72,7286.88,2290.8,2148.12,160088.88
