Timeframe,Strategy,Params,Exit,Contracts,ATR_Period,Trades,Wins,Losses,Win_Rate,PnL,Profit_Factor,Avg_Win,Avg_Loss,Max_DD,Max_Daily_DD,Costs,Final_Equity
3min,Bollinger,bb_period=10|bb_std=1.5,SL30_TP60,3,10,1188,340,848,28.62,-31281.42,0.63,154.4,98.79,31455.78,2099.75,11547.36,118718.58
3min,Bollinger,bb_period=10|bb_std=1.5,SL30_TP60,3,14,1188,340,848,28.62,-31281.42,0.63,154.4,98.79,31455.78,2099.75,11547.36,118718.58
3min,RSI_Reversion,rsi_period=7|rsi_buy=30|rsi_sell=70,SL50_Trail1x,3,10,582,145,437,24.91,-31282.34,0.35,114.47,109.57,31282.34,2137.12,5657.04,118717.66
5min,Momentum,lookback=13|atr_mult=1.0,SL75_TP200_Tr1.5,3,5,500,132,368,26.4,-31286.69,0.55,291.41,189.54,32709.04,2203.66,4860.0,118713.31
2min,RSI_Reversion,rsi_period=7|rsi_buy=25|rsi_sell=75,SL50_Trail1x,5,5,443,92,351,20.77,-31287.16,0.44,266.84,159.08,31287.16,2249.81,7176.6,118712.84
5min,Momentum,lookback=8|atr_mult=2.0,SL75_Trail1.5x,5,14,256,64,192,25.0,-31289.56,0.48,443.08,310.66,31367.72,2393.07,4147.2,118710.44
2min,Momentum,lookback=5|atr_mult=1.0,SL75_TP200_Tr1.5,1,10,1490,407,1083,27.32,-31293.15,0.42,54.96,49.55,31517.06,2050.31,4827.6,118706.85
2min,Stochastic,k_per=5|d_per=5|ob=70|os_level=30,SL100_Trail2x,5,10,373,110,263,29.49,-31296.05,0.62,462.28,312.35,32930.84,2467.53,6042.6,118703.95
3min,Bollinger,bb_period=15|bb_std=2.0,SL100_Trail2x,5,5,415,151,264,36.39,-31298.36,0.68,447.1,374.28,38154.13,2381.67,6723.0,118701.64
2min,Stochastic,k_per=9|d_per=5|ob=70|os_level=30,SL75_TP200_Tr1.5,3,14,715,208,507,29.09,-31309.4,0.58,204.5,145.65,32093.94,2135.03,6949.8,118690.6
5min,Stochastic,k_per=5|d_per=3|ob=75|os_level=25,SL50_Trail1x,3,5,342,53,289,15.5,-31310.7,0.17,118.94,130.15,31310.7,2085.58,3324.24,118689.3
3min,Stochastic,k_per=9|d_per=5|ob=70|os_level=30,SL75_Trail1.5x,3,14,403,95,308,23.57,-31319.53,0.38,206.06,165.24,31319.53,2201.07,3917.16,118680.47
5min,Stochastic,k_per=14|d_per=5|ob=70|os_level=30,SL50_Trail1x,3,14,402,78,324,19.4,-31324.25,0.24,128.34,127.58,31590.11,2112.96,3907.44,118675.75
5min,Stochastic,k_per=9|d_per=3|ob=75|os_level=25,SL50_TP150_Tr1x,3,10,395,73,322,18.48,-31325.56,0.23,131.72,127.15,31325.56,2100.62,3839.4,118674.44
2min,Stochastic,k_per=14|d_per=3|ob=70|os_level=30,SL30_TP60,5,5,1057,339,718,32.07,-31333.33,0.75,270.17,171.2,32278.94,2164.79,17123.4,118666.67
2min,Stochastic,k_per=14|d_per=3|ob=70|os_level=30,SL30_TP60,5,10,1057,339,718,32.07,-31333.33,0.75,270.17,171.2,32278.94,2164.79,17123.4,118666.67
2min,Stochastic,k_per=14|d_per=3|ob=70|os_level=30,SL30_TP60,5,14,1057,339,718,32.07,-31333.33,0.75,270.17,171.2,32278.94,2164.79,17123.4,118666.67
3min,Momentum,lookback=13|atr_mult=2.0,SL100_Trail2x,5,5,289,82,207,28.37,-31334.41,0.58,518.54,356.78,31933.11,2280.64,4681.8,118665.59
1min,Bollinger,bb_period=10|bb_std=2.5,SL75_TP200_Tr1.5,5,10,503,148,355,29.42,-31336.67,0.47,186.66,166.09,31732.66,2365.65,8148.6,118663.33
3min,Stochastic,k_per=14|d_per=5|ob=70|os_level=30,SL100_Trail2x,5,10,333,99,234,29.73,-31338.3,0.63,536.9,361.08,31604.9,2479.5,5394.6,118661.7
5min,Stochastic,k_per=5|d_per=3|ob=80|os_level=20,SL75_TP200_Tr1.5,5,5,193,40,153,20.73,-31341.42,0.38,481.9,330.83,31410.24,2384.05,3126.6,118658.58
3min,Momentum,lookback=8|atr_mult=2.5,SL50_TP150_Tr1x,5,10,347,78,269,22.48,-31350.37,0.39,261.02,192.23,31350.37,2233.43,5621.4,118649.63
1min,Stochastic,k_per=14|d_per=3|ob=75|os_level=25,SL50_Trail1x,1,5,2081,458,1623,22.01,-31353.12,0.22,19.55,24.84,31353.12,2029.56,6742.44,118646.88
2min,Momentum,lookback=13|atr_mult=1.5,SL50_Trail1x,1,5,1661,388,1273,23.36,-31355.24,0.27,30.42,33.9,31501.58,2038.15,5381.64,118644.76
1min,Confluence,rsi_period=14|bb_period=20|fast_ema=8|slow_ema=34,SL75_Trail1.5x,1,14,2697,806,1891,29.89,-31359.15,0.43,29.41,29.12,31657.48,2030.02,8738.28,118640.85
2min,EMA_Pullback,fast_ema=5|slow_ema=21,SL100_Trail2x,1,14,1474,434,1040,29.44,-31360.16,0.52,78.27,62.82,31774.38,2053.42,4775.76,118639.84
5min,Stochastic,k_per=14|d_per=5|ob=70|os_level=30,SL50_Trail1x,3,10,406,83,323,20.44,-31366.29,0.24,117.63,127.34,31366.29,2138.29,3946.32,118633.71
5min,Momentum,lookback=13|atr_mult=1.5,SL75_TP200_Tr1.5,5,10,339,84,255,24.78,-31370.06,0.61,579.2,313.81,33799.87,2375.14,5491.8,118629.94
2min,Confluence,rsi_period=7|bb_period=15|fast_ema=5|slow_ema=21,SL100_Trail2x,3,5,841,280,561,33.29,-31370.85,0.65,205.26,158.37,35412.08,2214.06,8174.52,118629.15
1min,Momentum,lookback=13|atr_mult=1.0,SL75_TP150,3,10,1060,307,753,28.96,-31374.99,0.76,328.32,175.52,31703.54,2202.37,10303.2,118625.01
1min,Momentum,lookback=8|atr_mult=1.5,SL100_Trail2x,1,14,1692,468,1224,27.66,-31381.89,0.44,52.05,45.54,31390.4,2086.17,5482.08,118618.11
1min,Momentum,lookback=8|atr_mult=1.5,SL75_TP150,3,5,1038,298,740,28.71,-31392.55,0.77,347.08,182.19,32369.59,2233.27,10089.36,118607.45
3min,Momentum,lookback=3|atr_mult=1.0,SL50_TP100,5,5,662,193,469,29.15,-31394.33,0.74,457.27,255.11,31394.33,2233.2,10724.4,118605.67
3min,Confluence,rsi_period=7|bb_period=15|fast_ema=8|slow_ema=34,SL100_Trail2x,3,14,556,183,373,32.91,-31394.67,0.56,216.26,190.27,31394.67,2301.98,5404.32,118605.33
5min,Bollinger,bb_period=20|bb_std=2.0,SL75_Trail1.5x,5,10,357,105,252,29.41,-31395.47,0.61,465.04,318.35,32670.2,2354.34,5783.4,118604.53
3min,Momentum,lookback=13|atr_mult=2.5,SL100_Trail2x,3,14,326,86,240,26.38,-31397.8,0.39,236.08,215.42,31493.07,2281.67,3168.72,118602.2
2min,Momentum,lookback=13|atr_mult=1.0,SL75_Trail1.5x,1,14,1466,408,1058,27.83,-31399.85,0.4,51.21,49.43,31710.49,2053.37,4749.84,118600.15
3min,Confluence,rsi_period=14|bb_period=20|fast_ema=8|slow_ema=34,SL50_TP150_Tr1x,3,14,543,130,413,23.94,-31400.71,0.25,79.85,101.17,31400.71,2160.53,5277.96,118599.29
1min,Momentum,lookback=8|atr_mult=1.0,SL100_TP200,3,14,1096,336,760,30.66,-31401.3,0.77,310.02,178.38,31694.58,2265.36,10653.12,118598.7
3min,Bollinger,bb_period=15|bb_std=2.0,SL75_TP200_Tr1.5,3,10,550,146,404,26.55,-31404.34,0.52,237.57,163.59,32939.65,2215.94,5346.0,118595.66
3min,RSI_Reversion,rsi_period=7|rsi_buy=30|rsi_sell=70,SL50_TP150_Tr1x,3,14,588,151,437,25.68,-31405.7,0.35,111.06,110.24,31405.7,2115.9,5715.36,118594.3
2min,Momentum,lookback=3|atr_mult=1.0,SL30_TP60,3,5,1513,453,1060,29.94,-31413.33,0.7,165.71,100.45,32645.61,2089.68,14706.36,118586.67
3min,VWAP_Reversion,vwap_dist=3.0,SL100_Trail2x,5,10,271,82,189,30.26,-31419.76,0.55,466.3,368.55,34031.92,2502.71,4390.2,118580.24
3min,Momentum,lookback=8|atr_mult=2.0,SL50_TP150_Tr1x,3,14,563,132,431,23.45,-31422.37,0.37,142.51,116.55,31448.38,2160.12,5472.36,118577.63
1min,Stochastic,k_per=9|d_per=3|ob=75|os_level=25,SL50_TP100,5,5,931,357,574,38.35,-31427.11,0.8,345.1,269.39,32850.53,2251.2,15082.2,118572.89
1min,Stochastic,k_per=9|d_per=3|ob=75|os_level=25,SL50_TP100,5,10,931,357,574,38.35,-31427.11,0.8,345.1,269.39,32850.53,2251.2,15082.2,118572.89
1min,Stochastic,k_per=9|d_per=3|ob=75|os_level=25,SL50_TP100,5,14,931,357,574,38.35,-31427.11,0.8,345.1,269.39,32850.53,2251.2,15082.2,118572.89
3min,Stochastic,k_per=14|d_per=3|ob=75|os_level=25,SL100_Trail2x,5,14,304,96,208,31.58,-31427.54,0.6,497.16,380.55,31811.76,2363.71,4924.8,118572.46
3min,EMA_Pullback,fast_ema=5|slow_ema=21,SL75_Trail1.5x,1,5,1284,355,929,27.65,-31432.51,0.39,55.72,55.13,31622.5,2051.38,4160.16,118567.49
2min,Confluence,rsi_period=7|bb_period=15|fast_ema=8|slow_ema=34,SL50_Trail1x,1,10,1984,468,1516,23.59,-31434.45,0.28,26.25,28.84,31450.66,2035.96,6428.16,118565.55
5min,Momentum,lookback=5|atr_mult=1.0,SL75_TP200_Tr1.5,5,14,399,122,277,30.58,-31437.83,0.64,465.63,318.57,31721.62,2377.2,6463.8,118562.17
5min,Momentum,lookback=13|atr_mult=2.0,SL75_Trail1.5x,5,14,286,69,217,24.13,-31444.62,0.53,524.12,311.56,32121.87,2377.2,4633.2,118555.38
2min,Momentum,lookback=5|atr_mult=1.0,SL75_Trail1.5x,1,14,1457,404,1053,27.73,-31445.6,0.4,52.14,49.87,31677.0,2077.22,4720.68,118554.4
2min,Momentum,lookback=3|atr_mult=1.0,SL75_Trail1.5x,1,5,1474,372,1102,25.24,-31448.44,0.4,56.18,47.5,31469.31,2066.71,4775.76,118551.56
1min,RSI_Reversion,rsi_period=5|rsi_buy=30|rsi_sell=70,SL50_TP150_Tr1x,1,14,2565,692,1873,26.98,-31461.37,0.31,20.18,24.25,31474.6,2039.25,8310.6,118538.63
2min,Momentum,lookback=5|atr_mult=1.5,SL30_TP60,5,10,864,258,606,29.86,-31461.81,0.69,277.75,170.17,33056.21,2137.6,13996.8,118538.19
5min,Stochastic,k_per=9|d_per=5|ob=70|os_level=30,SL75_Trail1.5x,5,14,280,75,205,26.79,-31461.99,0.52,462.12,322.54,31560.74,2377.2,4536.0,118538.01
5min,Stochastic,k_per=9|d_per=3|ob=75|os_level=25,SL50_TP150_Tr1x,3,5,400,73,327,18.25,-31464.93,0.23,127.25,124.63,31492.08,2093.19,3888.0,118535.07
2min,Momentum,lookback=3|atr_mult=1.0,SL75_TP200_Tr1.5,1,5,1497,380,1117,25.38,-31468.86,0.41,57.96,47.89,31489.73,2066.71,4850.28,118531.14
3min,Momentum,lookback=8|atr_mult=2.0,SL100_Trail2x,3,10,383,104,279,27.15,-31469.1,0.48,281.56,217.75,33756.48,2310.25,3722.76,118530.9
3min,Momentum,lookback=3|atr_mult=1.0,SL40_TP80,5,14,683,197,486,28.84,-31469.63,0.7,371.74,215.44,31862.22,2212.0,11064.6,118530.37
3min,Confluence,rsi_period=14|bb_period=20|fast_ema=8|slow_ema=34,SL50_Trail1x,3,14,543,130,413,23.94,-31470.51,0.25,79.31,101.17,31470.51,2160.53,5277.96,118529.49
5min,Momentum,lookback=5|atr_mult=2.0,SL100_Trail2x,5,5,171,38,133,22.22,-31472.49,0.41,567.01,398.64,31472.49,2518.13,2770.2,118527.51
1min,Momentum,lookback=8|atr_mult=1.0,SL50_TP150,3,10,1369,360,1009,26.3,-31483.62,0.77,300.97,138.59,31776.89,2146.08,13306.68,118516.38
3min,Confluence,rsi_period=14|bb_period=15|fast_ema=8|slow_ema=34,SL75_Trail1.5x,3,14,524,151,373,28.82,-31484.37,0.42,150.57,145.36,31645.2,2206.4,5093.28,118515.63
2min,Momentum,lookback=13|atr_mult=1.5,SL40_TP80,5,5,967,302,665,31.23,-31485.37,0.78,377.76,218.9,32494.57,2181.6,15665.4,118514.63
2min,Stochastic,k_per=14|d_per=5|ob=75|os_level=25,SL75_Trail1.5x,3,5,633,189,444,29.86,-31488.9,0.53,187.54,150.75,31602.07,2198.81,6152.76,118511.1
5min,VWAP_Reversion,vwap_dist=1.5,SL75_Trail1.5x,3,5,453,130,323,28.7,-31492.33,0.48,227.75,189.17,31845.83,2224.02,4403.16,118507.67
2min,Momentum,lookback=8|atr_mult=1.0,SL75_Trail1.5x,1,5,1413,365,1048,25.83,-31500.62,0.38,53.24,48.6,31664.66,2045.03,4578.12,118499.38
1min,Momentum,lookback=13|atr_mult=1.0,SL50_TP150,3,10,1194,294,900,24.62,-31504.56,0.75,326.88,141.79,31823.18,2161.29,11605.68,118495.44
1min,Stochastic,k_per=5|d_per=5|ob=75|os_level=25,SL75_TP200_Tr1.5,3,10,759,208,551,27.4,-31506.99,0.45,123.89,103.95,31506.99,2142.11,7377.48,118493.01
3min,Bollinger,bb_period=15|bb_std=2.0,SL75_TP200_Tr1.5,3,14,541,148,393,27.36,-31507.99,0.52,230.49,166.97,33017.09,2222.44,5258.52,118492.01
2min,Momentum,lookback=5|atr_mult=1.5,SL50_TP100,5,5,655,192,463,29.31,-31511.01,0.74,464.53,260.69,35087.01,2266.62,10611.0,118488.99
1min,Bollinger,bb_period=20|bb_std=1.5,SL50_TP150,3,5,1553,609,944,39.21,-31511.17,0.78,183.42,151.71,35354.2,2132.88,15095.16,118488.83
1min,Bollinger,bb_period=20|bb_std=1.5,SL50_TP150,3,10,1553,609,944,39.21,-31511.17,0.78,183.42,151.71,35354.2,2132.88,15095.16,118488.83
1min,Bollinger,bb_period=20|bb_std=1.5,SL50_TP150,3,14,1553,609,944,39.21,-31511.17,0.78,183.42,151.71,35354.2,2132.88,15095.16,118488.83
1min,Bollinger,bb_period=10|bb_std=2.5,SL75_TP200_Tr1.5,5,14,538,166,372,30.86,-31515.05,0.5,193.45,171.04,31911.29,2357.57,8715.6,118484.95
5min,VWAP_Reversion,vwap_dist=2.5,SL50_TP150_Tr1x,5,10,379,97,282,25.59,-31518.44,0.48,297.72,214.18,31639.94,2232.78,6139.8,118481.56
3min,Stochastic,k_per=9|d_per=5|ob=70|os_level=30,SL75_TP200_Tr1.5,3,14,407,95,312,23.34,-31518.98,0.39,211.64,165.46,31518.98,2201.07,3956.04,118481.02
3min,EMA_Pullback,fast_ema=13|slow_ema=34,SL50_Trail1x,1,10,1595,375,1220,23.51,-31519.64,0.3,36.16,36.95,31570.41,2048.79,5167.8,118480.36
1min,Momentum,lookback=8|atr_mult=2.0,SL40_TP80,3,14,1111,316,795,28.44,-31519.96,0.69,222.87,128.23,31890.64,2124.0,10798.92,118480.04
3min,Confluence,rsi_period=7|bb_period=20|fast_ema=5|slow_ema=21,SL75_TP200_Tr1.5,3,5,612,180,432,29.41,-31528.91,0.5,173.07,145.1,31528.91,2177.94,5948.64,118471.09
5min,Bollinger,bb_period=10|bb_std=2.5,SL50_Trail1x,5,5,245,51,194,20.82,-31534.93,0.23,188.53,212.11,31534.93,2216.42,3969.0,118465.07
5min,Bollinger,bb_period=20|bb_std=2.0,SL75_Trail1.5x,5,14,367,110,257,29.97,-31538.11,0.62,458.21,318.84,31807.25,2377.2,5945.4,118461.89
1min,Stochastic,k_per=5|d_per=3|ob=75|os_level=25,SL100_Trail2x,3,10,1170,418,752,35.73,-31538.64,0.7,172.86,138.02,33885.95,2258.16,11372.4,118461.36
1min,Momentum,lookback=13|atr_mult=1.0,SL50_TP150,3,5,1218,301,917,24.71,-31539.92,0.76,325.43,141.22,32387.87,2161.29,11838.96,118460.08
2min,Momentum,lookback=13|atr_mult=1.0,SL75_TP200_Tr1.5,1,10,1528,422,1106,27.62,-31541.27,0.42,54.32,49.25,31844.42,2072.66,4950.72,118458.73
5min,Momentum,lookback=8|atr_mult=1.5,SL75_TP200_Tr1.5,5,5,379,108,271,28.5,-31542.74,0.63,494.54,313.48,31701.52,2368.17,6139.8,118457.26
3min,Confluence,rsi_period=14|bb_period=20|fast_ema=8|slow_ema=34,SL50_Trail1x,3,10,569,135,434,23.73,-31543.77,0.26,80.71,97.79,31543.77,2131.77,5530.68,118456.23
2min,Momentum,lookback=5|atr_mult=1.0,SL30_TP60,3,14,1509,455,1054,30.15,-31545.51,0.71,166.95,102.0,32107.46,2086.8,14667.48,118454.49
2min,Stochastic,k_per=9|d_per=3|ob=75|os_level=25,SL100_Trail2x,3,14,679,214,465,31.52,-31548.68,0.64,265.55,190.06,32489.45,2223.51,6599.88,118451.32
1min,Momentum,lookback=13|atr_mult=2.0,SL75_TP200_Tr1.5,1,5,1779,449,1330,25.24,-31548.9,0.34,35.56,35.73,31563.9,2066.42,5763.96,118451.1
2min,Confluence,rsi_period=14|bb_period=15|fast_ema=8|slow_ema=34,SL30_TP60,5,5,919,282,637,30.69,-31552.65,0.7,259.44,164.39,32711.85,2166.2,14887.8,118447.35
2min,Confluence,rsi_period=14|bb_period=15|fast_ema=8|slow_ema=34,SL30_TP60,5,10,919,282,637,30.69,-31552.65,0.7,259.44,164.39,32711.85,2166.2,14887.8,118447.35
2min,Confluence,rsi_period=14|bb_period=15|fast_ema=8|slow_ema=34,SL30_TP60,5,14,919,282,637,30.69,-31552.65,0.7,259.44,164.39,32711.85,2166.2,14887.8,118447.35
3min,Momentum,lookback=13|atr_mult=1.0,SL30_TP60,5,14,865,258,607,29.83,-31557.97,0.7,278.8,170.49,32501.97,2157.2,14013.0,118442.03
2min,Stochastic,k_per=14|d_per=3|ob=80|os_level=20,SL75_TP200_Tr1.5,3,10,640,181,459,28.28,-31560.12,0.54,203.2,148.89,31756.85,2233.0,6220.8,118439.88
1min,Stochastic,k_per=14|d_per=5|ob=75|os_level=25,SL100_Trail2x,3,5,909,289,620,31.79,-31563.24,0.62,177.69,133.73,33908.68,2312.03,8835.48,118436.76
2min,VWAP_Reversion,vwap_dist=3.0,SL75_Trail1.5x,3,14,777,245,532,31.53,-31563.38,0.58,176.74,140.72,32211.2,2205.45,7552.44,118436.62
3min,EMA_Pullback,fast_ema=8|slow_ema=34,SL40_TP80,5,5,880,271,609,30.8,-31565.99,0.76,378.8,220.4,32991.39,2220.4,14256.0,118434.01
3min,EMA_Pullback,fast_ema=8|slow_ema=34,SL40_TP80,5,10,880,271,609,30.8,-31565.99,0.76,378.8,220.4,32991.39,2220.4,14256.0,118434.01
3min,EMA_Pullback,fast_ema=8|slow_ema=34,SL40_TP80,5,14,880,271,609,30.8,-31565.99,0.76,378.8,220.4,32991.39,2220.4,14256.0,118434.01
3min,Stochastic,k_per=9|d_per=5|ob=80|os_level=20,SL75_Trail1.5x,5,10,205,44,161,21.46,-31570.61,0.3,313.45,281.75,31673.67,2377.2,3321.0,118429.39
1min,Confluence,rsi_period=14|bb_period=15|fast_ema=5|slow_ema=21,SL30_TP60,3,5,1928,612,1316,31.74,-31570.95,0.74,146.74,92.23,34801.37,2091.73,18740.16,118429.05
1min,Confluence,rsi_period=14|bb_period=15|fast_ema=5|slow_ema=21,SL30_TP60,3,10,1928,612,1316,31.74,-31570.95,0.74,146.74,92.23,34801.37,2091.73,18740.16,118429.05
1min,Confluence,rsi_period=14|bb_period=15|fast_ema=5|slow_ema=21,SL30_TP60,3,14,1928,612,1316,31.74,-31570.95,0.74,146.74,92.23,34801.37,2091.73,18740.16,118429.05
5min,Momentum,lookback=5|atr_mult=1.0,SL100_Trail2x,5,14,277,86,191,31.05,-31571.86,0.57,486.59,384.39,32285.65,2395.09,4487.4,118428.14
1min,RSI_Reversion,rsi_period=5|rsi_buy=20|rsi_sell=80,SL75_TP200_Tr1.5,3,5,926,274,652,29.59,-31574.18,0.55,138.06,106.44,33033.18,2194.35,9000.72,118425.82
1min,VWAP_Reversion,vwap_dist=2.5,SL40_TP80,5,5,1286,422,864,32.81,-31578.19,0.83,378.05,221.2,38136.8,2220.4,20833.2,118421.81
1min,Stochastic,k_per=9|d_per=5|ob=70|os_level=30,SL75_TP150,5,5,646,282,364,43.65,-31580.23,0.78,386.96,386.54,36921.88,2355.22,10465.2,118419.77
1min,Stochastic,k_per=9|d_per=5|ob=70|os_level=30,SL75_TP150,5,10,646,282,364,43.65,-31580.23,0.78,386.96,386.54,36921.88,2355.22,10465.2,118419.77
1min,Stochastic,k_per=9|d_per=5|ob=70|os_level=30,SL75_TP150,5,14,646,282,364,43.65,-31580.23,0.78,386.96,386.54,36921.88,2355.22,10465.2,118419.77
2min,Stochastic,k_per=14|d_per=3|ob=75|os_level=25,SL50_TP100,5,5,541,163,378,30.13,-31584.19,0.69,433.62,270.54,33085.79,2263.2,8764.2,118415.81
2min,Stochastic,k_per=14|d_per=3|ob=75|os_level=25,SL50_TP100,5,10,541,163,378,30.13,-31584.19,0.69,433.62,270.54,33085.79,2263.2,8764.2,118415.81
2min,Stochastic,k_per=14|d_per=3|ob=75|os_level=25,SL50_TP100,5,14,541,163,378,30.13,-31584.19,0.69,433.62,270.54,33085.79,2263.2,8764.2,118415.81
2min,Stochastic,k_per=9|d_per=3|ob=70|os_level=30,SL100_Trail2x,3,10,824,280,544,33.98,-31585.06,0.68,243.44,183.36,31868.03,2312.39,8009.28,118414.94
2min,Momentum,lookback=5|atr_mult=1.0,SL75_Trail1.5x,1,10,1452,398,1054,27.41,-31585.99,0.39,50.81,49.16,31809.9,2050.07,4704.48,118414.01
5min,Stochastic,k_per=5|d_per=3|ob=80|os_level=20,SL100_Trail2x,5,14,158,36,122,22.78,-31586.79,0.42,633.77,445.92,31655.61,2512.25,2559.6,118413.21
2min,EMA_Pullback,fast_ema=8|slow_ema=34,SL40_TP80,3,5,1517,468,1049,30.85,-31587.29,0.77,226.81,131.3,31822.84,2126.88,14745.24,118412.71
2min,EMA_Pullback,fast_ema=8|slow_ema=34,SL40_TP80,3,10,1517,468,1049,30.85,-31587.29,0.77,226.81,131.3,31822.84,2126.88,14745.24,118412.71
2min,EMA_Pullback,fast_ema=8|slow_ema=34,SL40_TP80,3,14,1517,468,1049,30.85,-31587.29,0.77,226.81,131.3,31822.84,2126.88,14745.24,118412.71
5min,Momentum,lookback=13|atr_mult=1.0,SL75_TP200_Tr1.5,3,10,499,131,368,26.25,-31592.19,0.55,289.76,189.0,33050.07,2231.52,4850.28,118407.81
1min,Momentum,lookback=5|atr_mult=1.5,SL50_TP100,3,14,1228,352,876,28.66,-31598.03,0.74,256.57,139.17,32307.23,2127.11,11936.16,118401.97
1min,Bollinger,bb_period=10|bb_std=2.0,SL75_TP150,3,5,1134,504,630,44.44,-31599.39,0.74,179.64,193.87,33907.69,2235.59,11022.48,118400.61
1min,Bollinger,bb_period=10|bb_std=2.0,SL75_TP150,3,10,1134,504,630,44.44,-31599.39,0.74,179.64,193.87,33907.69,2235.59,11022.48,118400.61
1min,Bollinger,bb_period=10|bb_std=2.0,SL75_TP150,3,14,1134,504,630,44.44,-31599.39,0.74,179.64,193.87,33907.69,2235.59,11022.48,118400.61
1min,Momentum,lookback=13|atr_mult=2.0,SL40_TP80,3,14,1297,386,911,29.76,-31599.87,0.73,224.42,129.78,31781.43,2070.48,12606.84,118400.13
3min,VWAP_Reversion,vwap_dist=2.5,SL75_TP200_Tr1.5,5,14,467,146,321,31.26,-31601.86,0.65,395.92,278.52,33020.55,2365.06,7565.4,118398.14
2min,Bollinger,bb_period=10|bb_std=2.0,SL100_Trail2x,3,14,891,331,560,37.15,-31607.58,0.7,220.19,186.59,33742.83,2267.78,8660.52,118392.42
2min,Momentum,lookback=8|atr_mult=2.5,SL75_Trail1.5x,3,5,466,125,341,26.82,-31609.17,0.38,155.66,149.76,32453.29,2214.46,4529.52,118390.83
5min,Confluence,rsi_period=14|bb_period=15|fast_ema=5|slow_ema=21,SL100_Trail2x,5,10,205,55,150,26.83,-31615.31,0.45,461.3,379.91,32224.1,2508.54,3321.0,118384.69
5min,VWAP_Reversion,vwap_dist=2.0,SL50_TP150_Tr1x,3,10,548,132,416,24.09,-31629.69,0.41,167.76,129.26,31702.59,2157.64,5326.56,118370.31
2min,Stochastic,k_per=14|d_per=5|ob=70|os_level=30,SL75_TP200_Tr1.5,3,5,760,228,532,30.0,-31629.74,0.6,211.02,149.89,34468.02,2224.55,7387.2,118370.26
5min,EMA_Pullback,fast_ema=5|slow_ema=13,SL50_TP150_Tr1x,1,10,1479,332,1147,22.45,-31633.37,0.36,53.13,42.96,31665.31,2051.54,4791.96,118366.63
1min,Momentum,lookback=13|atr_mult=2.0,SL50_TP150_Tr1x,1,14,2368,568,1800,23.99,-31636.0,0.32,26.71,26.0,31659.37,2038.53,7672.32,118364.0
5min,EMA_Pullback,fast_ema=8|slow_ema=21,SL100_Trail2x,3,10,380,91,289,23.95,-31642.46,0.53,397.9,234.78,32241.49,2253.56,3693.6,118357.54
5min,VWAP_Reversion,vwap_dist=2.5,SL75_Trail1.5x,5,5,264,74,190,28.03,-31643.66,0.48,389.94,318.42,32435.42,2297.76,4276.8,118356.34
5min,Bollinger,bb_period=10|bb_std=2.0,SL75_TP200_Tr1.5,5,14,367,124,243,33.79,-31651.26,0.59,373.24,320.71,34926.5,2314.48,5945.4,118348.74
2min,Confluence,rsi_period=7|bb_period=15|fast_ema=5|slow_ema=21,SL50_TP150_Tr1x,1,10,2064,503,1561,24.37,-31660.5,0.28,24.89,28.3,31676.71,2013.06,6687.36,118339.5
3min,RSI_Reversion,rsi_period=7|rsi_buy=30|rsi_sell=70,SL50_Trail1x,3,14,584,150,434,25.68,-31662.66,0.34,106.83,109.88,31662.66,2115.9,5676.48,118337.34
5min,EMA_Pullback,fast_ema=5|slow_ema=13,SL50_Trail1x,1,10,1445,321,1124,22.21,-31665.29,0.34,51.41,42.85,31697.24,2041.49,4681.8,118334.71
2min,Stochastic,k_per=14|d_per=3|ob=75|os_level=25,SL50_TP150,5,5,533,135,398,25.33,-31674.55,0.71,563.06,270.57,31839.76,2254.4,8634.6,118325.45
2min,Stochastic,k_per=14|d_per=3|ob=75|os_level=25,SL50_TP150,5,10,533,135,398,25.33,-31674.55,0.71,563.06,270.57,31839.76,2254.4,8634.6,118325.45
2min,Stochastic,k_per=14|d_per=3|ob=75|os_level=25,SL50_TP150,5,14,533,135,398,25.33,-31674.55,0.71,563.06,270.57,31839.76,2254.4,8634.6,118325.45
1min,Stochastic,k_per=14|d_per=5|ob=80|os_level=20,SL75_TP200_Tr1.5,3,5,748,205,543,27.41,-31678.46,0.45,128.63,106.9,32502.22,2194.52,7270.56,118321.54
5min,Bollinger,bb_period=10|bb_std=1.5,SL100_Trail2x,3,5,646,253,393,39.16,-31680.83,0.66,244.97,238.31,34528.13,2311.58,6279.12,118319.17
2min,Confluence,rsi_period=7|bb_period=15|fast_ema=5|slow_ema=21,SL50_TP150_Tr1x,1,14,2061,516,1545,25.04,-31685.5,0.29,24.97,28.85,31699.46,2054.22,6677.64,118314.5
1min,Stochastic,k_per=14|d_per=5|ob=75|os_level=25,SL50_TP100,5,5,801,281,520,35.08,-31691.34,0.78,389.08,271.2,35031.18,2262.65,12976.2,118308.66
1min,Stochastic,k_per=14|d_per=5|ob=75|os_level=25,SL50_TP100,5,10,801,281,520,35.08,-31691.34,0.78,389.08,271.2,35031.18,2262.65,12976.2,118308.66
1min,Stochastic,k_per=14|d_per=5|ob=75|os_level=25,SL50_TP100,5,14,801,281,520,35.08,-31691.34,0.78,389.08,271.2,35031.18,2262.65,12976.2,118308.66
