Symbol,Timeframe,Trades,Win_Rate,Total_PnL,Profit_Factor,Max_Drawdown,Avg_Trade,Sharpe_Ratio
MES,2min,114,51.75438596491229,-118.05254698010526,0.9915315586431542,1.419304758148223,-1.0355486577202215,-0.05446043345930006
MES,5min,76,42.10526315789473,-2323.9369217350727,0.7962386905877679,0.9070811314986769,-30.578117391250956,-1.559821898156445
MES,1min,138,42.028985507246375,-13706.44487492128,0.4412303632502042,4.848558272243008,-99.32206431102377,-5.268302504127672
MNQ,5min,63,0.0,-95438.69999999995,0.0,31.812899999999978,-1514.8999999999992,-9.168288927912085e+16
NQ,5min,64,0.0,-96953.59999999999,0.0,32.31786666666664,-1514.8999999999999,0.0
MNQ,1min,85,1.1764705882352942,-126658.40000000005,0.004661630973598007,42.219466666666634,-1490.0988235294124,-103.45073886318897
NQ,1min,85,0.0,-128766.49999999996,0.0,42.9221666666666,-1514.8999999999994,-9.187405843410219e+16
MNQ,2min,90,1.1111111111111112,-133042.2,0.0022528434273822546,44.347399999999936,-1478.246666666667,-95.48736418078448
NQ,2min,88,0.0,-133311.19999999998,0.0,44.43706666666659,-1514.8999999999999,0.0
