symbol,contracts,hard_stop,ema_fast,ema_slow,stoch_lo,stoch_hi,sl_atr_mult,tp_rr,starting_equity,final_equity,total_pnl,total_return_pct,total_trades,win_count,loss_count,win_rate,avg_win,avg_loss,avg_trade,profit_factor,gross_profit,gross_loss,total_fees,fee_per_trade,max_drawdown_pct,max_drawdown_dollars,max_daily_loss,max_daily_profit,avg_daily_pnl,sharpe_ratio,trading_days,rt_cost_per_trade
MES,4,80,21,55,25,75,2.0,2.5,10000.0,24785.400000001082,14785.39999999993,147.8540000000108,1255,541,714,43.10756972111554,171.07999999999996,-108.91999999999999,11.78119521912345,1.1901197496993903,92554.28000000077,77768.87999999903,36294.599999998834,28.91999999999907,19.338525527869,2303.840000000004,-918.1199999999999,1228.36,120.20650406504056,4.723156279550638,123,28.92
MES,4,80,21,55,25,75,2.5,2.5,10000.0,24785.400000001082,14785.39999999993,147.8540000000108,1255,541,714,43.10756972111554,171.07999999999996,-108.91999999999999,11.78119521912345,1.1901197496993903,92554.28000000077,77768.87999999903,36294.599999998834,28.91999999999907,19.338525527869,2303.840000000004,-918.1199999999999,1228.36,120.20650406504056,4.723156279550638,123,28.92
MES,2,80,21,55,25,75,2.0,2.0,10000.0,24709.31055256,14709.310552559355,147.0931055256,1003,456,547,45.46360917248255,145.54,-94.43679972109851,14.665314608733155,1.2847499979170491,66366.24000000031,51656.92944744048,14503.379999999637,14.459999999999638,9.541122231138106,1378.399999999965,-850.1400000000002,1018.7799999999999,119.58789067121229,6.2265360591050305,123,14.46
MES,2,80,21,55,25,75,2.5,2.0,10000.0,24696.620000000876,14696.62000000023,146.96620000000874,1003,456,547,45.46360917248255,145.54,-94.46000000000002,14.652662013958356,1.2844344510372017,66366.24000000031,51669.6199999996,14503.379999999637,14.459999999999638,9.541122231138106,1378.399999999965,-850.1400000000002,1018.7799999999999,119.48471544715437,6.219079039996923,123,14.46
MES,1,100,21,55,25,75,2.5,1.5,10000.0,24591.612323857054,14591.612323856983,145.91612323857055,565,302,263,53.451327433628315,140.65479587291742,-106.03093547438868,25.825862520100856,1.5232568724574282,42477.74835362092,27886.136029764133,4084.9500000000094,7.230000000000016,8.156244783975994,1005.5918159087978,-500.61000000000007,998.78,124.03903695604122,7.08298575270425,117,7.23
MES,2,80,21,55,25,75,1.5,2.0,10000.0,24447.852040709564,14447.852040708915,144.47852040709563,1005,456,549,45.37313432835821,145.20029188288126,-94.28685074296025,14.375972179809866,1.2791128368000018,66211.33309859416,51763.48105788478,14532.299999999635,14.459999999999637,9.515825373493723,1378.399999999965,-850.1400000000002,1018.7799999999999,117.46221171307869,6.092179997521905,123,14.46
MES,1,100,21,55,25,75,2.0,1.8,10000.0,24171.624903768214,14171.624903768161,141.71624903768213,560,268,292,47.85714285714286,164.47597438946414,-102.42443915276837,25.306473042443145,1.4738416182764504,44079.56113637625,29907.936232608263,4048.8000000000093,7.230000000000016,10.929847045489069,1322.4399999999878,-726.7600000000001,1277.099294808457,121.48775779110358,6.041406502851428,116,7.23
MES,2,60,21,55,25,75,1.5,2.5,10000.0,24151.840000000957,14151.840000000244,141.51840000000956,1096,456,640,41.605839416058394,135.54,-74.46000000000002,12.91226277372285,1.2969681708299954,61806.24000000034,47654.39999999954,15848.159999999556,14.459999999999594,13.660766683813147,1508.399999999965,-696.9000000000002,860.9399999999997,115.05560975609744,6.637368318596815,123,14.46
MES,2,60,21,55,25,75,2.0,2.5,10000.0,24151.840000000957,14151.840000000244,141.51840000000956,1096,456,640,41.605839416058394,135.54,-74.46000000000002,12.91226277372285,1.2969681708299954,61806.24000000034,47654.39999999954,15848.159999999556,14.459999999999594,13.660766683813147,1508.399999999965,-696.9000000000002,860.9399999999997,115.05560975609744,6.637368318596815,123,14.46
MES,2,60,21,55,25,75,2.5,2.5,10000.0,24151.840000000957,14151.840000000244,141.51840000000956,1096,456,640,41.605839416058394,135.54,-74.46000000000002,12.91226277372285,1.2969681708299954,61806.24000000034,47654.39999999954,15848.159999999556,14.459999999999594,13.660766683813147,1508.399999999965,-696.9000000000002,860.9399999999997,115.05560975609744,6.637368318596815,123,14.46
MES,2,100,21,55,25,75,2.5,1.5,10000.0,24013.00000000083,14013.0000000002,140.1300000000083,950,491,459,51.68421052631579,135.54,-114.46000000000001,14.750526315789685,1.2667255964066706,66550.14000000032,52537.139999999665,13736.999999999683,14.459999999999667,10.884901221196538,1578.399999999965,-737.9800000000002,948.7799999999999,114.86065573770483,5.797976190640047,122,14.46
MES,2,100,21,55,25,75,2.0,1.5,10000.0,23963.237128770972,13963.237128770344,139.6323712877097,950,491,459,51.68421052631579,135.39166451569696,-114.4097388854838,14.698144346074047,1.2658951608455067,66477.30727720752,52514.070148436724,13736.999999999683,14.459999999999667,10.81411010327783,1578.399999999965,-737.9800000000002,948.7799999999999,114.45276335057491,5.781955442494773,122,14.46
MES,1,100,21,55,25,75,1.5,1.8,10000.0,23640.282127988863,13640.282127988847,136.40282127988863,670,321,349,47.91044776119403,142.5576085731294,-92.03641897990212,20.358630041774397,1.4246569279717536,45760.99235197443,32120.71022398575,4844.099999999964,7.229999999999946,10.056566148939542,1289.7624446520967,-700.2922690879049,1237.5194711063416,113.95997586545116,5.838581672913508,119,7.23
