Symbol,Timeframe,Trades,Win_Rate,Total_PnL,Profit_Factor,Max_Drawdown,Avg_Trade,Sharpe_Ratio
MNQ_REAL,2min,16,6.25,-15977.062341914007,0.01602123287756819,5.325687447304663,-998.5663963696254,-36.33041241761542
